date,site_id,site_type,start_time,time_segment,bird_mammal,common_name,old_common_name,number,distance,HSF,notes
2020-Mar-12,OLCA_P1B,Benchmark,7.35,2,Bird,Yellow-browed Bulbul,,1,30,H,
2020-Mar-12,OLCA_P1B,Benchmark,7.35,2,Bird,Malabar Whistling-Thrush,,1,30,H,
2020-Mar-12,OLCA_P1B,Benchmark,7.35,2,Bird,Greater Coucal,,1,30,H,
2020-Mar-12,OLCA_P1B,Benchmark,7.35,3,Bird,Velvet-fronted Nuthatch,,1,20,H,
2020-Mar-12,OLCA_P1B,Benchmark,7.35,3,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,10,H,
2020-Mar-12,OLCA_P1B,Benchmark,7.35,3,Bird,Southern Hill Myna,,1,20,H,
2020-Mar-12,OLCA_P1B,Benchmark,7.35,3,Bird,Bronzed Drongo,,1,10,H,
2020-Mar-12,OLCA_P2B,Benchmark,7.59,1,Bird,Orange Minivet,,1,10,H,G
2020-Mar-12,OLCA_P2B,Benchmark,7.59,1,Bird,Asian Fairy-bluebird,,2,15,H,
2020-Mar-12,OLCA_P2B,Benchmark,7.59,1,Bird,White-cheeked Barbet,Small Green Barbet,1,20,H,
2020-Mar-12,OLCA_P2B,Benchmark,7.59,1,Bird,Greater Coucal,,2,30,H,
2020-Mar-12,OLCA_P2B,Benchmark,7.59,1,Bird,Greenish Warbler,,1,15,H,
2020-Mar-12,OLCA_P2B,Benchmark,7.59,1,Bird,Nilgiri Flowerpecker,,1,15,H,
2020-Mar-12,OLCA_P2B,Benchmark,7.59,1,Bird,Large-billed Leaf Warbler,,1,10,H,
2020-Mar-12,OLCA_P2B,Benchmark,7.59,1,Bird,Puff-throated Babbler,,1,20,H,
2020-Mar-12,OLCA_P2B,Benchmark,7.59,1,Bird,Indian White-eye,,1,15,H,
2020-Mar-12,OLCA_P2B,Benchmark,7.59,2,MAMMAL,MALABAR GIANT SQUIRREL,,1,30,H,
2020-Mar-12,OLCA_P2B,Benchmark,7.59,2,Bird,Large-billed Crow,,1,15,F,OC
2020-Mar-12,OLCA_P2B,Benchmark,7.59,2,Bird,Vernal Hanging-Parrot,Indian Lorikeet,2,10,F,OC
2020-Mar-12,OLCA_P2B,Benchmark,7.59,3,Bird,Crimson-backed Sunbird,Small Sunbird,1,10,H,
2020-Mar-12,OLCA_P2B,Benchmark,7.59,3,Bird,Green Warbler,,1,15,H,
2020-Mar-12,OLCA_P2B,Benchmark,7.59,3,Bird,Yellow-browed Bulbul,,1,30,H,
2020-Mar-12,OLCA_P2B,Benchmark,7.59,3,Bird,Velvet-fronted Nuthatch,,1,15,H,
2020-Mar-12,OLCA_P2B,Benchmark,7.59,3,Bird,Black-naped Monarch,,2,15,H,
2020-Mar-12,OLCA_P4B,Benchmark,8.36,1,Bird,Large-billed Leaf Warbler,,1,15,H,
2020-Mar-12,OLCA_P4B,Benchmark,8.36,1,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,10,H,
2020-Mar-12,OLCA_P4B,Benchmark,8.36,1,Bird,Greater Flameback,,2,15,H,
2020-Mar-12,OLCA_P4B,Benchmark,8.36,1,Bird,Crimson-backed Sunbird,Small Sunbird,1,10,H,
2020-Mar-12,OLCA_P4B,Benchmark,8.36,1,Bird,Asian Fairy-bluebird,,2,10,H,
2020-Mar-12,OLCA_P4B,Benchmark,8.36,1,Bird,Indian Blue Robin,,1,15,H,
2020-Mar-12,OLCA_P4B,Benchmark,8.36,1,Bird,Large-billed Leaf Warbler,,1,15,H,
2020-Mar-12,OLCA_P4B,Benchmark,8.36,1,Bird,Nilgiri Flowerpecker,,1,10,H,
2020-Mar-12,OLCA_P4B,Benchmark,8.36,1,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,10,F,OC
2020-Mar-12,OLCA_P4B,Benchmark,8.36,2,Bird,Southern Hill Myna,,1,20,H,
2020-Mar-12,OLCA_P4B,Benchmark,8.36,2,MAMMAL,MALABAR GIANT SQUIRREL,,1,15,H,
2020-Mar-12,OLCA_P4B,Benchmark,8.36,2,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,10,H,
2020-Mar-12,OLCA_P4B,Benchmark,8.36,3,Bird,Yellow-browed Bulbul,,1,15,H,
2020-Mar-12,OLCA_P5B,Benchmark,9.02,1,Bird,Southern Hill Myna,,1,15,H,
2020-Mar-12,OLCA_P5B,Benchmark,9.02,1,Bird,Nilgiri Flowerpecker,,1,5,H,
2020-Mar-12,OLCA_P5B,Benchmark,9.02,1,Bird,Crimson-backed Sunbird,Small Sunbird,1,5,H,
2020-Mar-12,OLCA_P5B,Benchmark,9.02,1,Bird,Dark-fronted Babbler,,1,5,S,
2020-Mar-12,OLCA_P5B,Benchmark,9.02,1,Bird,Indian White-eye,,1,10,H,
2020-Mar-12,OLCA_P5B,Benchmark,9.02,1,MAMMAL,MALABAR GIANT SQUIRREL,,2,20,H,
2020-Mar-12,OLCA_P5B,Benchmark,9.02,2,Bird,Large-billed Leaf Warbler,,1,15,H,
2020-Mar-12,OLCA_P5B,Benchmark,9.02,2,Bird,Red-whiskered Bulbul,,1,20,H,
2020-Mar-12,OLCA_P5B,Benchmark,9.02,2,Bird,Malabar Whistling-Thrush,,1,10,H,
2020-Mar-12,OLCA_P5B,Benchmark,9.02,2,Bird,Orange-headed Thrush,,1,20,H,
2020-Mar-12,OLCA_P5B,Benchmark,9.02,2,Bird,Asian Fairy-bluebird,,2,15,H,
2020-Mar-12,OLCA_P5B,Benchmark,9.02,2,Bird,Greenish Warbler,,1,5,H,
2020-Mar-12,OLCA_P5B,Benchmark,9.02,2,Bird,White-cheeked Barbet,Small Green Barbet,1,15,H,
2020-Mar-12,OLCA_P5B,Benchmark,9.02,2,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,15,H,
2020-Mar-12,OLCA_P5B,Benchmark,9.02,2,Bird,Brown-cheeked Fulvetta,,1,20,H,
2020-Mar-12,OLCA_P5B,Benchmark,9.02,2,Bird,Black-naped Monarch,,1,10,H,
2020-Mar-12,OLCA_P5B,Benchmark,9.02,3,Bird,Black-rumped Flameback,Lesser Goldenbacked Woodpecker,1,20,H,
2020-Mar-12,OLCA_P5B,Benchmark,9.02,3,Bird,Indian Scimitar-Babbler,,2,15,H,
2020-Mar-12,OLCA_P5B,Benchmark,9.02,3,Bird,Greenish Warbler,,1,10,H,
2020-Mar-13,PANM_P3B,Benchmark,7.16,1,Bird,Crimson-backed Sunbird,Small Sunbird,1,15,H,
2020-Mar-13,PANM_P3B,Benchmark,7.16,1,Bird,Indian White-eye,,1,10,H,
2020-Mar-13,PANM_P3B,Benchmark,7.16,1,Bird,Large-billed Leaf Warbler,,1,15,H,
2020-Mar-13,PANM_P3B,Benchmark,7.16,1,Bird,Malabar Barbet,Crimson-throated Barbet,1,20,H,
2020-Mar-13,PANM_P3B,Benchmark,7.16,1,Bird,Gray Junglefowl,,1,30,H,
2020-Mar-13,PANM_P3B,Benchmark,7.16,1,Bird,Black-naped Monarch,,1,20,H,
2020-Mar-13,PANM_P3B,Benchmark,7.16,1,Bird,Mountain Imperial-Pigeon,,1,20,H,
2020-Mar-13,PANM_P3B,Benchmark,7.16,1,Bird,Nilgiri Flowerpecker,,1,15,H,
2020-Mar-13,PANM_P3B,Benchmark,7.16,1,Bird,Red-whiskered Bulbul,,1,15,H,
2020-Mar-13,PANM_P3B,Benchmark,7.16,1,Bird,Yellow-browed Bulbul,,1,15,H,G
2020-Mar-13,PANM_P3B,Benchmark,7.16,1,Bird,Orange Minivet,,1,5,H,
2020-Mar-13,PANM_P3B,Benchmark,7.16,1,Bird,Malabar Whistling-Thrush,,1,15,H,
2020-Mar-13,PANM_P3B,Benchmark,7.16,1,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,15,H,
2020-Mar-13,PANM_P3B,Benchmark,7.16,1,Bird,Greater Racket-tailed Drongo,,1,20,H,
2020-Mar-13,PANM_P3B,Benchmark,7.16,2,Bird,Chestnut-headed Bee-eater,,1,30,H,
2020-Mar-13,PANM_P3B,Benchmark,7.16,2,Bird,Little Spiderhunter,,1,15,H,
2020-Mar-13,PANM_P3B,Benchmark,7.16,2,Bird,Nilgiri Flowerpecker,,1,10,H,
2020-Mar-13,PANM_P3B,Benchmark,7.16,2,Bird,Greenish Warbler,,1,10,H,
2020-Mar-13,PANM_P3B,Benchmark,7.16,3,Bird,Greater Coucal,,2,30,H,
2020-Mar-13,PANM_P3B,Benchmark,7.16,3,Bird,White-cheeked Barbet,Small Green Barbet,1,30,H,
2020-Mar-13,PANM_P3B,Benchmark,7.16,3,Bird,Malabar Gray Hornbill,,2,15,S,
2020-Mar-13,PANM_P3B,Benchmark,7.16,3,Bird,Brown-cheeked Fulvetta,,1,15,H,
2020-Mar-13,PANM_P3B,Benchmark,7.16,3,MAMMAL,MALABAR GIANT SQUIRREL,,1,20,H,
2020-Mar-13,PANM_P2B,Benchmark,7.4,1,Bird,Asian Fairy-bluebird,,1,10,H,
2020-Mar-13,PANM_P2B,Benchmark,7.4,1,Bird,Gray-headed Canary-Flycatcher,,1,10,H,
2020-Mar-13,PANM_P2B,Benchmark,7.4,1,Bird,Greenish Warbler,,2,10,H,
2020-Mar-13,PANM_P2B,Benchmark,7.4,1,Bird,Velvet-fronted Nuthatch,,1,15,H,
2020-Mar-13,PANM_P2B,Benchmark,7.4,1,Bird,Malabar Whistling-Thrush,,1,20,H,
2020-Mar-13,PANM_P2B,Benchmark,7.4,1,Bird,Indian White-eye,,1,15,H,
2020-Mar-13,PANM_P2B,Benchmark,7.4,1,Bird,Indian Blue Robin,,1,20,H,
2020-Mar-13,PANM_P2B,Benchmark,7.4,1,Bird,Crimson-backed Sunbird,Small Sunbird,1,10,H,
2020-Mar-13,PANM_P2B,Benchmark,7.4,1,Bird,Southern Hill Myna,,1,15,H,
2020-Mar-13,PANM_P2B,Benchmark,7.4,2,Bird,Indian Scimitar-Babbler,,1,10,H,
2020-Mar-13,PANM_P2B,Benchmark,7.4,2,Bird,Large-billed Leaf Warbler,,1,15,H,
2020-Mar-13,PANM_P2B,Benchmark,7.4,2,Bird,Black-naped Monarch,,1,5,H,
2020-Mar-13,PANM_P2B,Benchmark,7.4,2,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,10,H,
2020-Mar-13,PANM_P2B,Benchmark,7.4,2,Bird,Greater Coucal,,2,30,H,
2020-Mar-13,PANM_P2B,Benchmark,7.4,2,Bird,White-bellied Blue Flycatcher,,1,10,H,
2020-Mar-13,PANM_P2B,Benchmark,7.4,2,Bird,Puff-throated Babbler,,1,15,H,
2020-Mar-13,PANM_P2B,Benchmark,7.4,3,Bird,Greater Racket-tailed Drongo,,1,15,H,
2020-Mar-13,PANM_P2B,Benchmark,7.4,3,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,10,H,
2020-Mar-13,PANM_P2B,Benchmark,7.4,3,Bird,White-cheeked Barbet,Small Green Barbet,1,20,H,
2020-Mar-13,PANM_P2B,Benchmark,7.4,3,Bird,Greater Racket-tailed Drongo,,1,20,H,
2020-Mar-13,PANM_P2B,Benchmark,7.4,3,Bird,Mountain Imperial-Pigeon,,1,20,H,
2020-Mar-13,PANM_P2B,Benchmark,7.4,3,Bird,Yellow-browed Bulbul,,1,10,H,
2020-Mar-13,PANM_P2B,Benchmark,7.4,3,Bird,Southern Hill Myna,,1,30,H,
2020-Mar-13,PANM_P1B,Benchmark,8.1,1,Bird,Greater Racket-tailed Drongo,,1,10,H,
2020-Mar-13,PANM_P1B,Benchmark,8.1,1,Bird,Large-billed Leaf Warbler,,1,10,H,
2020-Mar-13,PANM_P1B,Benchmark,8.1,1,Bird,Puff-throated Babbler,,1,15,H,
2020-Mar-13,PANM_P1B,Benchmark,8.1,1,Bird,Yellow-browed Bulbul,,1,15,H,
2020-Mar-13,PANM_P1B,Benchmark,8.1,1,Bird,Gray-headed Canary-Flycatcher,,1,30,H,
2020-Mar-13,PANM_P1B,Benchmark,8.1,1,Bird,Indian Scimitar-Babbler,,1,30,H,
2020-Mar-13,PANM_P1B,Benchmark,8.1,2,Bird,Southern Hill Myna,,1,15,H,
2020-Mar-13,PANM_P1B,Benchmark,8.1,2,Bird,Malabar Whistling-Thrush,,1,10,H,
2020-Mar-13,PANM_P1B,Benchmark,8.1,2,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,10,H,
2020-Mar-13,PANM_P1B,Benchmark,8.1,3,Bird,Greater Racket-tailed Drongo,,1,30,H,
2020-Mar-13,PANM_P1B,Benchmark,8.1,3,Bird,Large-billed Leaf Warbler,,1,30,H,
2020-Mar-13,PANM_P1B,Benchmark,8.1,3,Bird,Asian Fairy-bluebird,,2,20,H,
2020-Mar-13,PANM_P1B,Benchmark,8.1,3,Bird,Common Iora,,1,20,H,
2020-Mar-13,PANM_P4B,Benchmark,8.36,1,Bird,Crimson-backed Sunbird,Small Sunbird,1,15,H,
2020-Mar-13,PANM_P4B,Benchmark,8.36,1,Bird,Large-billed Leaf Warbler,,1,10,H,
2020-Mar-13,PANM_P4B,Benchmark,8.36,1,Bird,Mountain Imperial-Pigeon,,1,20,S,
2020-Mar-13,PANM_P4B,Benchmark,8.36,1,Bird,Southern Hill Myna,,1,15,H,
2020-Mar-13,PANM_P4B,Benchmark,8.36,1,Bird,Nilgiri Flowerpecker,,1,10,H,
2020-Mar-13,PANM_P4B,Benchmark,8.36,1,Bird,Greenish Warbler,,1,15,H,
2020-Mar-13,PANM_P4B,Benchmark,8.36,1,Bird,Orange Minivet,,3,10,S,
2020-Mar-13,PANM_P4B,Benchmark,8.36,1,Bird,Greenish Warbler,,1,15,H,
2020-Mar-13,PANM_P4B,Benchmark,8.36,1,MAMMAL,NILGIRI LANGUR,,1,10,S,
2020-Mar-13,PANM_P4B,Benchmark,8.36,2,Bird,Brown-cheeked Fulvetta,,1,30,H,
2020-Mar-13,PANM_P4B,Benchmark,8.36,2,Bird,Asian Fairy-bluebird,,1,15,H,
2020-Mar-13,PANM_P4B,Benchmark,8.36,2,Bird,Greater Coucal,,1,30,H,
2020-Mar-13,PANM_P4B,Benchmark,8.36,2,Bird,Black-naped Monarch,,2,5,F,UC
2020-Mar-13,PANM_P4B,Benchmark,8.36,3,Bird,Nilgiri Flowerpecker,,1,15,S,
2020-Mar-13,PANM_P4B,Benchmark,8.36,3,Bird,Green Warbler,,1,10,H,
2020-Mar-14,IPTO_04U,Unrestored,7.08,1,Bird,Greenish Warbler,,1,10,H,
2020-Mar-14,IPTO_04U,Unrestored,7.08,1,Bird,Puff-throated Babbler,,1,30,H,
2020-Mar-14,IPTO_04U,Unrestored,7.08,1,Bird,Nilgiri Flowerpecker,,1,10,H,
2020-Mar-14,IPTO_04U,Unrestored,7.08,1,Bird,Ashy Drongo,,1,15,H,
2020-Mar-14,IPTO_04U,Unrestored,7.08,1,Bird,Greater Coucal,,1,20,H,
2020-Mar-14,IPTO_04U,Unrestored,7.08,1,Bird,Large-billed Crow,,1,30,H,
2020-Mar-14,IPTO_04U,Unrestored,7.08,1,Bird,Greenish Warbler,,1,20,H,
2020-Mar-14,IPTO_04U,Unrestored,7.08,1,Bird,Yellow-browed Bulbul,,1,20,H,
2020-Mar-14,IPTO_04U,Unrestored,7.08,2,Bird,Purple Sunbird,,1,10,H,
2020-Mar-14,IPTO_04U,Unrestored,7.08,2,Bird,Nilgiri Flowerpecker,,1,10,H,
2020-Mar-14,IPTO_04U,Unrestored,7.08,2,Bird,Orange Minivet,,1,0,S,
2020-Mar-14,IPTO_04U,Unrestored,7.08,2,Bird,Indian White-eye,,1,10,H,
2020-Mar-14,IPTO_04U,Unrestored,7.08,3,Bird,Malabar Barbet,Crimson-throated Barbet,1,0,S,
2020-Mar-14,IPTO_04U,Unrestored,7.08,3,Bird,Brown-cheeked Fulvetta,,1,30,H,
2020-Mar-14,IPTO_05U,Unrestored,7.33,1,Bird,Greenish Warbler,,2,15,H,
2020-Mar-14,IPTO_05U,Unrestored,7.33,1,Bird,Velvet-fronted Nuthatch,,1,10,H,
2020-Mar-14,IPTO_05U,Unrestored,7.33,1,Bird,Indian Scimitar-Babbler,,2,15,H,
2020-Mar-14,IPTO_05U,Unrestored,7.33,1,Bird,Yellow-browed Bulbul,,1,20,H,G
2020-Mar-14,IPTO_05U,Unrestored,7.33,1,Bird,Indian Paradise-Flycatcher,,1,15,H,
2020-Mar-14,IPTO_05U,Unrestored,7.33,1,Bird,Large-billed Leaf Warbler,,1,20,H,
2020-Mar-14,IPTO_05U,Unrestored,7.33,1,Bird,Nilgiri Flowerpecker,,1,10,H,
2020-Mar-14,IPTO_05U,Unrestored,7.33,1,Bird,Puff-throated Babbler,,1,5,H,
2020-Mar-14,IPTO_05U,Unrestored,7.33,1,Bird,White-cheeked Barbet,Small Green Barbet,1,15,H,
2020-Mar-14,IPTO_05U,Unrestored,7.33,1,Bird,Indian White-eye,,1,15,H,
2020-Mar-14,IPTO_05U,Unrestored,7.33,1,Bird,White-cheeked Barbet,Small Green Barbet,1,5,H,
2020-Mar-14,IPTO_05U,Unrestored,7.33,1,Bird,Malabar Barbet,Crimson-throated Barbet,1,20,H,
2020-Mar-14,IPTO_05U,Unrestored,7.33,1,Bird,Brown-cheeked Fulvetta,,1,15,H,
2020-Mar-14,IPTO_05U,Unrestored,7.33,1,Bird,Asian Fairy-bluebird,,2,10,H,
2020-Mar-14,IPTO_05U,Unrestored,7.33,1,Bird,Indian Blue Robin,,1,15,H,
2020-Mar-14,IPTO_05U,Unrestored,7.33,2,Bird,Greenish Warbler,,1,15,H,
2020-Mar-14,IPTO_05U,Unrestored,7.33,2,Bird,Nilgiri Flowerpecker,,1,10,H,
2020-Mar-14,IPTO_05U,Unrestored,7.33,2,Bird,Crimson-backed Sunbird,Small Sunbird,1,10,H,
2020-Mar-14,IPTO_05U,Unrestored,7.33,2,Bird,Orange Minivet,,1,5,H,
2020-Mar-14,IPTO_05U,Unrestored,7.33,3,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,15,H,
2020-Mar-14,IPTO_05U,Unrestored,7.33,3,Bird,Red-whiskered Bulbul,,1,10,H,
2020-Mar-14,IPTO_06U,Unrestored,7.58,1,Bird,Red-whiskered Bulbul,,1,15,H,
2020-Mar-14,IPTO_06U,Unrestored,7.58,1,Bird,Indian White-eye,,1,20,H,
2020-Mar-14,IPTO_06U,Unrestored,7.58,1,MAMMAL,GAUR,,1,10,S,G
2020-Mar-14,IPTO_06U,Unrestored,7.58,1,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,10,F,OC
2020-Mar-14,IPTO_06U,Unrestored,7.58,1,Bird,Crimson-backed Sunbird,Small Sunbird,1,5,H,
2020-Mar-14,IPTO_06U,Unrestored,7.58,1,Bird,Indian Scimitar-Babbler,,1,20,H,
2020-Mar-14,IPTO_06U,Unrestored,7.58,2,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,15,F,OC
2020-Mar-14,IPTO_06U,Unrestored,7.58,2,Bird,Blyth's Reed Warbler,,1,10,H,
2020-Mar-14,IPTO_06U,Unrestored,7.58,2,Bird,White-cheeked Barbet,Small Green Barbet,1,20,H,
2020-Mar-14,IPTO_06U,Unrestored,7.58,2,Bird,Greenish Warbler,,1,10,H,
2020-Mar-14,IPTO_06U,Unrestored,7.58,3,Birdsp.,bird sp.,,1,20,H,
2020-Mar-14,IPTO_06U,Unrestored,7.58,3,Bird,Greater Coucal,,2,20,H,
2020-Mar-14,IPTO_06U,Unrestored,7.58,3,Bird,Vernal Hanging-Parrot,Indian Lorikeet,1,15,H,
2020-Mar-14,IPTO_07U,Unrestored,8.22,1,Bird,Red-whiskered Bulbul,,1,15,S,
2020-Mar-14,IPTO_07U,Unrestored,8.22,1,Bird,White-cheeked Barbet,Small Green Barbet,1,30,H,
2020-Mar-14,IPTO_07U,Unrestored,8.22,1,Bird,Yellow-browed Bulbul,,1,20,H,
2020-Mar-14,IPTO_07U,Unrestored,8.22,1,Bird,Nilgiri Flowerpecker,,1,15,H,
2020-Mar-14,IPTO_07U,Unrestored,8.22,1,Bird,Nilgiri Flowerpecker,,1,10,H,
2020-Mar-14,IPTO_07U,Unrestored,8.22,3,Bird,Indian Scimitar-Babbler,,1,30,H,
2020-Mar-14,IPTO_07U,Unrestored,8.22,3,Bird,Asian Fairy-bluebird,,1,30,H,
2020-Mar-14,IPTO_07U,Unrestored,8.22,3,Bird,Oriental Honey-buzzard,Crested Honey Buzzard,3,30,F,OC
2020-Mar-16,HP40_05U,Unrestored,6.47,1,Bird,Crimson-backed Sunbird,Small Sunbird,1,20,H,
2020-Mar-16,HP40_05U,Unrestored,6.47,1,Bird,Indian Scimitar-Babbler,,2,30,H,
2020-Mar-16,HP40_05U,Unrestored,6.47,1,Bird,Spotted Dove,,1,20,H,
2020-Mar-16,HP40_05U,Unrestored,6.47,1,Bird,Little Spiderhunter,,1,30,H,
2020-Mar-16,HP40_05U,Unrestored,6.47,1,Bird,Red-whiskered Bulbul,,1,20,H,
2020-Mar-16,HP40_05U,Unrestored,6.47,1,Bird,Greenish Warbler,,1,10,H,
2020-Mar-16,HP40_05U,Unrestored,6.47,1,Bird,White-cheeked Barbet,Small Green Barbet,1,30,H,
2020-Mar-16,HP40_05U,Unrestored,6.47,1,Bird,Asian Fairy-bluebird,,1,30,H,
2020-Mar-16,HP40_05U,Unrestored,6.47,1,Bird,Malabar Whistling-Thrush,,1,20,H,
2020-Mar-16,HP40_05U,Unrestored,6.47,2,Bird,Large-billed Leaf Warbler,,1,30,H,
2020-Mar-16,HP40_05U,Unrestored,6.47,2,Bird,Jungle Myna,,1,20,H,
2020-Mar-16,HP40_05U,Unrestored,6.47,2,Bird,Velvet-fronted Nuthatch,,1,10,H,
2020-Mar-16,HP40_05U,Unrestored,6.47,2,Bird,Blyth's Reed Warbler,,1,10,S,
2020-Mar-16,HP40_05U,Unrestored,6.47,2,Bird,Yellow-browed Bulbul,,1,30,H,
2020-Mar-16,HP40_05U,Unrestored,6.47,2,Bird,Large-billed Leaf Warbler,,1,15,H,
2020-Mar-16,HP40_05U,Unrestored,6.47,2,Bird,Malabar Barbet,Crimson-throated Barbet,1,30,H,
2020-Mar-16,HP40_05U,Unrestored,6.47,3,Bird,Nilgiri Flowerpecker,,1,15,H,
2020-Mar-16,HP40_05U,Unrestored,6.47,3,Bird,Blyth's Reed Warbler,,1,10,H,
2020-Mar-16,HP40_05U,Unrestored,6.47,3,Bird,Gray-headed Canary-Flycatcher,,1,30,H,
2020-Mar-16,IPCO_07R,Restored,7.17,1,Bird,Spotted Dove,,3,5,S,
2020-Mar-16,IPCO_07R,Restored,7.17,1,Bird,Red-whiskered Bulbul,,1,0,S,G
2020-Mar-16,IPCO_07R,Restored,7.17,1,Bird,Blyth's Reed Warbler,,2,10,H,
2020-Mar-16,IPCO_07R,Restored,7.17,1,Bird,White-cheeked Barbet,Small Green Barbet,1,15,H,
2020-Mar-16,IPCO_07R,Restored,7.17,1,Bird,Greater Coucal,,2,20,H,
2020-Mar-16,IPCO_07R,Restored,7.17,1,Bird,Nilgiri Flowerpecker,,1,10,H,
2020-Mar-16,IPCO_07R,Restored,7.17,1,Bird,Greenish Warbler,,1,10,H,
2020-Mar-16,IPCO_07R,Restored,7.17,1,Bird,White-cheeked Barbet,Small Green Barbet,1,5,S,
2020-Mar-16,IPCO_07R,Restored,7.17,2,Bird,Red-whiskered Bulbul,,1,0,S,juvenile
2020-Mar-16,IPCO_07R,Restored,7.17,2,Bird,Indian Blue Robin,,1,15,H,
2020-Mar-16,IPCO_07R,Restored,7.17,2,Bird,Common Tailorbird,,1,15,H,
2020-Mar-16,IPCO_07R,Restored,7.17,2,Bird,Indian Scimitar-Babbler,,1,20,H,
2020-Mar-16,IPCO_07R,Restored,7.17,2,Bird,Nilgiri Flowerpecker,,1,10,H,
2020-Mar-16,IPCO_07R,Restored,7.17,2,Bird,Crimson-backed Sunbird,Small Sunbird,1,10,H,
2020-Mar-16,IPCO_07R,Restored,7.17,3,Bird,Chestnut-headed Bee-eater,,1,20,H,
2020-Mar-16,IPCO_07R,Restored,7.17,3,Bird,Greater Racket-tailed Drongo,,2,10,S,
2020-Mar-16,IPCO_07R,Restored,7.17,3,Bird,Malabar Barbet,Crimson-throated Barbet,1,20,H,
2020-Mar-16,IPCO_07R,Restored,7.17,3,Bird,Indian White-eye,,1,15,H,
2020-Mar-16,IPCO_08R,Restored,7.39,1,Bird,Great Hornbill,Great Pied Hornbill,2,0,S,E
2020-Mar-16,IPCO_08R,Restored,7.39,1,Bird,Greenish Warbler,,1,5,H,
2020-Mar-16,IPCO_08R,Restored,7.39,1,Bird,Red-whiskered Bulbul,,8,5,S,
2020-Mar-16,IPCO_08R,Restored,7.39,1,Bird,Malabar Barbet,Crimson-throated Barbet,1,15,H,
2020-Mar-16,IPCO_08R,Restored,7.39,1,Bird,Indian White-eye,,1,10,H,
2020-Mar-16,IPCO_08R,Restored,7.39,1,Bird,Malabar Whistling-Thrush,,1,15,H,
2020-Mar-16,IPCO_08R,Restored,7.39,1,Bird,Indian Blue Robin,,1,5,H,
2020-Mar-16,IPCO_08R,Restored,7.39,1,Bird,Crimson-backed Sunbird,Small Sunbird,1,10,H,
2020-Mar-16,IPCO_08R,Restored,7.39,1,Bird,Indian Scimitar-Babbler,,1,30,H,
2020-Mar-16,IPCO_08R,Restored,7.39,1,Bird,Southern Hill Myna,,1,5,S,
2020-Mar-16,IPCO_08R,Restored,7.39,2,Bird,White-cheeked Barbet,Small Green Barbet,1,15,H,
2020-Mar-16,IPCO_08R,Restored,7.39,2,Bird,Nilgiri Flowerpecker,,1,5,H,
2020-Mar-16,IPCO_08R,Restored,7.39,2,Bird,Ashy Drongo,,1,5,S,
2020-Mar-16,IPCO_08R,Restored,7.39,3,Bird,Rufous Babbler,,1,20,H,
2020-Mar-16,IPCO_08R,Restored,7.39,3,Bird,Asian Fairy-bluebird,,1,20,H,
2020-Mar-16,IPCO_08R,Restored,7.39,3,Bird,White-cheeked Barbet,Small Green Barbet,1,10,H,
2020-Mar-16,IPCO_07U,Unrestored,7.58,1,Bird,Red-whiskered Bulbul,,8,0,S,
2020-Mar-16,IPCO_07U,Unrestored,7.58,1,Bird,Indian White-eye,,1,10,H,
2020-Mar-16,IPCO_07U,Unrestored,7.58,1,Bird,Nilgiri Flowerpecker,,1,5,H,
2020-Mar-16,IPCO_07U,Unrestored,7.58,1,Bird,Indian Blue Robin,,1,10,H,
2020-Mar-16,IPCO_07U,Unrestored,7.58,1,Bird,Spotted Dove,,1,15,H,
2020-Mar-16,IPCO_07U,Unrestored,7.58,1,Bird,Greenish Warbler,,1,5,H,
2020-Mar-16,IPCO_07U,Unrestored,7.58,1,MAMMAL,JUNGLE STRIPED SQUIRREL,,1,10,S,
2020-Mar-16,IPCO_07U,Unrestored,7.58,1,Bird,Greater Coucal,,1,15,H,
2020-Mar-16,IPCO_07U,Unrestored,7.58,2,Bird,Velvet-fronted Nuthatch,,1,10,H,
2020-Mar-16,IPCO_07U,Unrestored,7.58,2,Bird,Yellow-browed Bulbul,,1,10,H,
2020-Mar-16,IPCO_07U,Unrestored,7.58,2,Bird,Common Tailorbird,,1,10,H,
2020-Mar-16,IPCO_07U,Unrestored,7.58,3,Bird,Chestnut-headed Bee-eater,,1,20,H,
2020-Mar-16,IPCO_07U,Unrestored,7.58,3,Bird,Malabar Whistling-Thrush,,1,15,H,
2020-Mar-16,IPCO_08U,Unrestored,8.19,1,Bird,Spotted Dove,,1,15,H,
2020-Mar-16,IPCO_08U,Unrestored,8.19,1,Bird,Nilgiri Flowerpecker,,2,10,H,
2020-Mar-16,IPCO_08U,Unrestored,8.19,1,Bird,Greenish Warbler,,1,10,H,
