"filename","restoration_type","eBird_codes","bout","song","call","begin_time_in_s","end_time_in_s","low_freq_in_Hz","high_freq_in_Hz","peak_freq_in_Hz","center_freq_in_Hz","delta_freq_in_Hz","BW_90_in_Hz","delta_time_in_s","dur_90_in_s","min_amp","max_amp","peak_amp"
"OLCAP2B_20201218_061500_130-140","Benchmark","BCFU","bout 5",0,1,8.37049062,8.86615253,3122.7,7271.4,5718.75,5625,4148.699,1406.25,0.4957,0.3253,-5694,4913,5694
"OLCAP2B_20201218_061500_140-150","Benchmark","BCFU","bout 1",0,1,0.1672859,0.2850056,2855,7226.8,5718.75,5625,4371.747,3187.5,0.1177,0.0907,-551,627,627
"OLCAP2B_20201218_061500_140-150","Benchmark","BCFU","bout 2",0,1,1.4993773,1.7843829,3613.4,6780.7,5531.25,5437.5,3167.286,1500,0.285,0.1547,-2877,2855,2877
"OLCAP2B_20201218_061500_140-150","Benchmark","BCFU","bout 3",0,1,2.42254762,3.33952216,3434.9,7182.2,5718.75,5437.5,3747.212,1593.75,0.917,0.7147,-4297,4702,4702
"OLCAP2B_20201218_061500_140-150","Benchmark","BCFU","bout 4",0,1,4.34943332,4.60965582,3524.2,7048.3,5343.75,5250,3524.164,1500,0.2602,0.1387,-3447,3101,3447
"OLCAP2B_20201218_061500_140-150","Benchmark","BCFU","bout 5",0,1,6.33208098,6.55512885,3702.6,7271.4,6187.5,5906.25,3568.773,2531.25,0.223,0.1707,-693,692,693
"OLCAP2B_20201218_061500_140-150","Benchmark","BCFU","bout 6",0,1,7.63938929,8.02972305,3613.4,5843.9,5343.75,5062.5,2230.483,937.5,0.3903,0.1707,-2531,3214,3214
"OLCAP2B_20201218_061500_150-160","Benchmark","BCFU","bout 1",0,1,0.54522811,0.79305907,3078.1,6959.1,5437.5,5343.75,3881.041,1406.25,0.2478,0.1547,-3089,3283,3283
"OLCAP2B_20201218_061500_150-160","Benchmark","BCFU","bout 2",0,1,1.66666319,2.01362654,3122.7,6825.3,5906.25,5812.5,3702.602,1312.5,0.347,0.176,-2895,2933,2933
"OLCAP2B_20201218_061500_150-160","Benchmark","BCFU","bout 3",0,1,2.72614054,2.9739715,3658,6513,5906.25,5906.25,2855.019,1218.75,0.2478,0.1227,-2297,2466,2466
"OLCAP2B_20201218_061500_160-170","Benchmark","BCFU","bout 1",0,1,3.79800944,4.03344885,4014.9,6557.6,6000,5718.75,2542.751,1312.5,0.2354,0.1493,-813,787,813
"OLCAP2B_20201218_061500_160-170","Benchmark","BCFU","bout 2",0,1,4.77694172,5.38412757,4148.7,6423.8,6093.75,5812.5,2275.093,1406.25,0.6072,0.544,-1187,1126,1187
"OLCAP2B_20201218_061500_160-170","Benchmark","BCFU","bout 3",0,1,5.88598526,6.00370496,3568.8,5442.4,4781.25,4875,1873.606,1031.25,0.1177,0.0853,-955,1027,1027
"OLCAP2B_20201218_061500_160-170","Benchmark","BCFU","bout 4",0,1,6.97644148,7.24285976,3211.9,7048.3,5250,5250,3836.431,1968.75,0.2664,0.2187,-1138,1235,1235
"OLCAP2B_20201218_061500_160-170","Benchmark","BCFU","bout 5",0,1,8.66788777,8.85995676,3122.7,6646.8,5062.5,4968.75,3524.164,1968.75,0.1921,0.1493,-1283,1009,1283
"HP36P1B_20201215_061000_150-160","Benchmark","BCFU","bout 1",0,1,7.44112452,7.98635263,2721.2,7137.5,6000,5812.5,4416.357,2718.75,0.5452,0.3787,-683,664,683
"HP36P1B_20201215_061000_150-160","Benchmark","BCFU","bout 2",0,1,8.35809907,8.6121258,2676.6,7806.7,6187.5,6281.25,5130.112,2812.5,0.254,0.176,-862,905,905
"HP36P1B_20201215_061000_160-170","Benchmark","BCFU","bout 1",0,1,0.39652953,3.19701936,2364.3,7717.5,6562.5,6093.75,5353.16,3093.75,2.8005,2.5227,-1016,1019,1019
"HP36P1B_20201215_061500_01-10","Benchmark","BCFU","bout 1",1,0,6.27012325,7.53406113,1695.2,4148.7,3093.75,2531.25,2453.532,1406.25,1.2639,1.024,-716,661,716
"HP36P1B_20201215_061500_20-30","Benchmark","BCFU","bout 1",1,0,1.3011125,2.5836377,1605.9,4148.7,3093.75,2812.5,2542.751,1312.5,1.2825,1.056,-627,545,627
"HP36P1B_20201215_061500_20-30","Benchmark","BCFU","bout 2",1,0,8.5935385,9.7397567,1739.8,3747.2,3000,2718.75,2007.435,1312.5,1.1462,0.928,-504,527,527
"HP36P1B_20201215_061500_30-40","Benchmark","BCFU","bout 1",0,1,1.8587322,2.0631927,3211.9,7628.3,4593.75,5531.25,4416.357,3562.5,0.2045,0.1707,-348,322,348
"HP36P1B_20201215_061500_30-40","Benchmark","BCFU","bout 2",1,0,7.4473203,8.6926709,1739.8,3836.4,3000,2718.75,2096.654,1218.75,1.2454,0.9707,-586,613,613
"HP36P1B_20201215_061500_30-40","Benchmark","BCFU","bout 3",0,1,8.6678878,9.5043173,4014.9,6691.4,5343.75,5250,2676.58,1781.25,0.8364,0.6133,-574,561,574
"HP36P1B_20201215_061500_70-80","Benchmark","BCFU","bout 1",1,0,0.5638154,1.7905787,1829,3881,2531.25,2625,2052.045,1312.5,1.2268,0.992,-569,624,624
"HP36P1B_20201215_061500_70-80","Benchmark","BCFU","bout 2",1,0,8.9157187,9.9999792,1784.4,4059.5,2906.25,2812.5,2275.093,1031.25,1.0843,0.896,-566,680,680
"HP36P1B_20201215_061500_80-90","Benchmark","BCFU","bout 1",1,0,6.5799119,7.8748287,1739.8,3702.6,2625,2625,1962.825,1218.75,1.2949,0.992,-581,597,597
"HP36P1B_20201215_061500_90-100","Benchmark","BCFU","bout 1",1,0,4.2626925,5.4894557,1739.8,3881,2343.75,2625,2141.264,1125,1.2268,0.9653,-533,569,569
"HP36P1B_20201215_061500_100-110","Benchmark","BCFU","bout 1",1,0,2.67657435,3.90953337,1784.4,3702.6,3093.75,2625,1918.216,1218.75,1.233,0.992,-646,505,646
"HP36P1B_20201215_061500_110-120","Benchmark","BCFU","bout 1",1,0,0,1.10284776,1695.2,3836.4,3093.75,2812.5,2141.264,1125,1.1028,0.864,-676,644,676
"HP36P1B_20201215_061500_110-120","Benchmark","BCFU","bout 2",1,0,8.20320472,9.36181445,1695.2,3658,3187.5,3093.75,1962.825,1312.5,1.1586,0.928,-683,816,816
"HP36P1B_20201215_061500_120-130","Benchmark","BCFU","bout 1",1,0,6.79676403,7.98015686,1739.8,3925.7,2906.25,2906.25,2185.874,1125,1.1834,0.96,-620,687,687
"HP36P1B_20201215_061500_130-140","Benchmark","BCFU","bout 1",1,0,4.4733488,5.60717543,1784.4,3791.8,3281.25,2718.75,2007.435,1218.75,1.1338,0.9387,-601,700,700
"HP36P1B_20201215_061500_140-150","Benchmark","BCFU","bout 1",1,0,6.75339361,7.96776531,1739.8,3747.2,3093.75,2718.75,2007.435,1218.75,1.2144,0.9867,-596,577,596
"HP36P1B_20201215_061500_150-160","Benchmark","BCFU","bout 1",1,0,5.7682656,6.9392668,1739.8,3925.7,2906.25,2625,2185.874,1125,1.171,0.8213,-617,500,617
"HP36P1B_20201215_061500_170-180","Benchmark","BCFU","bout 1",1,0,3.47582919,4.60346005,1739.8,3568.8,2812.5,2718.75,1828.996,1125,1.1276,0.928,-647,615,647
"HP36P1B_20201215_061500_180-190","Benchmark","BCFU","bout 1",1,0,0.18587322,1.57372659,1739.8,3658,3000,2812.5,1918.216,1125,1.3879,1.056,-597,530,597
"HP36P1B_20201215_061500_180-190","Benchmark","BCFU","bout 2",1,0,7.42873297,8.76702015,1784.4,3970.3,2812.5,2812.5,2185.874,1125,1.3383,0.9867,-1596,1037,1596
"HP37P2B_20201219_092500_190-200","Benchmark","BCFU","bout 1",1,0,3.67409396,4.90705297,1605.9,4327.1,3281.25,2906.25,2721.19,937.5,1.233,0.752,-3238,3454,3454
"HP37P2B_20201219_092500_190-200","Benchmark","BCFU","bout 2",1,0,8.63071312,9.86986791,1561.3,4371.7,3281.25,2812.5,2810.409,937.5,1.2392,0.7413,-5701,5342,5701
"HP37P2B_20201219_092500_200-210","Benchmark","BCFU","bout 1",1,0,8.7794117,9.99997917,1605.9,4282.5,2906.25,2906.25,2676.58,937.5,1.2206,0.7307,-8750,8356,8750
"HP37P2B_20201219_092500_210-220","Benchmark","BCFU","bout 1",1,0,4.82650791,6.04707538,1605.9,4371.7,2625,2812.5,2765.799,750,1.2206,0.7147,-9828,10225,10225
"HP37P2B_20201219_092500_220-230","Benchmark","BCFU","bout 1",1,0,1.22676324,2.45972226,1605.9,4327.1,2906.25,2812.5,2721.19,937.5,1.233,0.7253,-13009,12649,13009
"HP37P2B_20201219_092500_230-240","Benchmark","BCFU","bout 1",1,0,0,1.0470858,1472.1,3925.7,2812.5,2906.25,2453.532,843.75,1.0471,0.704,-7533,8327,8327
"HP37P2B_20201219_092500_230-240","Benchmark","BCFU","bout 2",1,0,7.29862172,8.56255961,1516.7,4505.6,2812.5,2906.25,2988.848,843.75,1.2639,0.672,-7484,7772,7772
"UPMAP6B_20201205_082000_220-230","Benchmark","BCFU","bout 1",0,1,5.71869936,6.55512885,3390.3,6379.2,6000,5250,2988.848,2156.25,0.8364,0.56,-791,709,791
"UPMAP6B_20201205_082000_220-230","Benchmark","BCFU","bout 2",1,0,8.77321592,9.99997917,1472.1,4059.5,2812.5,2812.5,2587.361,843.75,1.2268,0.832,-1146,1166,1166
"UPMAP6B_20201205_082000_230-240","Benchmark","BCFU","bout 1",1,0,4.93803184,6.50556266,1561.3,4327.1,3187.5,2812.5,2765.799,843.75,1.5675,1.0507,-1688,1650,1688
"HP36P1B_20201215_061500_170-180","Benchmark","BCFU","bout 1",1,0,3.49441651,4.67780934,1739.8,3702.6,2812.5,2718.75,1962.825,1125,1.1834,0.9653,-647,615,647
"HP36P1B_20201215_061500_180-190","Benchmark","BCFU","bout 1",1,0,0.17348167,1.64807587,1739.8,3747.2,3000,2812.5,2007.435,1125,1.4746,1.0773,-597,530,597
"HP36P1B_20201215_061500_180-190","Benchmark","BCFU","bout 2",1,0,7.43492875,8.82897789,1918.2,3747.2,2812.5,2812.5,1828.996,1125,1.394,1.0027,-1596,1037,1596
"HP37P2B_20200310_182500_110-120","Benchmark","BCFU","bout 1",1,0,1.802970221,2.961579951,1695.2,3390.3,2812.5,2625,1695.167,1406.25,1.1586,0.9173,-1141,1153,1153
"HP37P2B_20200310_182500_120-130","Benchmark","BCFU","bout 1",1,0,6.0904458,7.21188089,1829,3301.1,3187.5,2718.75,1472.119,1031.25,1.1214,0.8213,-2332,2488,2488
"HP37P2B_20200310_182500_130-140","Benchmark","BCFU","bout 1",1,0,0,0.81164639,1829,3479.6,3187.5,2906.25,1650.558,1312.5,0.8116,0.5653,-2982,2757,2982
"HP37P2B_20200310_182500_130-140","Benchmark","BCFU","bout 2",1,0,4.27508403,5.34695293,1829,3479.6,3281.25,2906.25,1650.558,1125,1.0719,0.832,-3416,3930,3930
"HP37P2B_20200310_182500_130-140","Benchmark","BCFU","bout 3",1,0,8.94669759,9.99997917,1784.4,3479.6,3187.5,2906.25,1695.167,1218.75,1.0533,0.832,-3630,3975,3975
"HP37P2B_20200310_182500_140-150","Benchmark","BCFU","bout 1",1,0,3.89714182,5.04336,1739.8,3479.6,3281.25,2906.25,1739.777,1031.25,1.1462,0.7893,-4037,4799,4799
"HP37P2B_20200310_182500_150-160","Benchmark","BCFU","bout 1",1,0,0,0.84262526,1873.6,3479.6,3281.25,2718.75,1605.948,1031.25,0.8426,0.672,-3998,4071,4071
"HP37P2B_20200310_182500_150-160","Benchmark","BCFU","bout 2",1,0,3.82279253,4.99998958,1829,3345.7,3187.5,2718.75,1516.729,1031.25,1.1772,0.8373,-4457,4565,4565
"HP37P2B_20200310_182500_160-170","Benchmark","BCFU","bout 1",1,0,2.3791772,3.49441651,1784.4,3390.3,2812.5,2718.75,1605.948,1031.25,1.1152,0.832,-4062,4305,4305
"HP37P2B_20200310_182500_160-170","Benchmark","BCFU","bout 2",1,0,7.19948934,8.24657514,1739.8,3434.9,3187.5,2718.75,1695.167,1218.75,1.0471,0.7307,-1323,1246,1323
"HP37P2B_20200310_182500_170-180","Benchmark","BCFU","bout 1",1,0,0.70012246,1.91449415,1829,3390.3,2812.5,2718.75,1561.338,1031.25,1.2144,0.8853,-1179,1357,1357
"HP37P2B_20200310_182500_170-180","Benchmark","BCFU","bout 2",1,0,5.85500639,7.10655273,1784.4,3345.7,3000,2718.75,1561.338,937.5,1.2515,0.8907,-1467,1506,1506
"HP37P2B_20200310_182500_180-190","Benchmark","BCFU","bout 1",1,0,0.00619577,1.17719705,1695.2,3613.4,3281.25,2812.5,1918.216,1125,1.171,0.9387,-1499,1531,1531
"HP37P2B_20200310_182500_180-190","Benchmark","BCFU","bout 2",1,0,6.21436128,7.20568511,1829,3434.9,3281.25,2812.5,1605.948,1125,0.9913,0.8907,-1284,1269,1284
"HP37P2B_20200310_182500_190-200","Benchmark","BCFU","bout 1",1,0,0.86740835,2.05080118,1784.4,3434.9,2812.5,2718.75,1650.558,1125,1.1834,0.8907,-1021,1115,1115
"HP37P2B_20200310_182500_190-200","Benchmark","BCFU","bout 2",1,0,8.50679764,9.64062428,1784.4,3390.3,2812.5,2625,1605.948,1031.25,1.1338,0.7413,-1082,1267,1267
"HP37P2B_20200310_182500_210-220","Benchmark","BCFU","bout 1",1,0,2.4783096,3.5997447,1784.4,3434.9,3187.5,2718.75,1650.558,1031.25,1.1214,0.7733,-1145,1134,1145
"HP37P2B_20200310_182500_220-230","Benchmark","BCFU","bout 1",1,0,0.1425028,1.2639379,1739.8,3434.9,3187.5,2812.5,1695.167,1031.25,1.1214,0.7947,-845,1072,1072
"HP37P2B_20200310_182500_220-230","Benchmark","BCFU","bout 2",1,0,6.3258852,7.4473203,1784.4,3434.9,2812.5,2812.5,1650.558,1031.25,1.1214,0.7253,-1211,1219,1219
"HP37P2B_20200310_182500_230-240","Benchmark","BCFU","bout 1",1,0,1.7224252,2.8872307,1695.2,3390.3,3281.25,2625,1695.167,1031.25,1.1648,0.7627,-1159,971,1159
"HP37P2B_20200310_182500_230-240","Benchmark","BCFU","bout 2",1,0,7.1870978,8.277554,1873.6,3479.6,3281.25,2812.5,1605.948,1218.75,1.0905,0.7467,-1102,1220,1220
"IPTO04U_20200319_172000_130-140","Passive","BCFU","bout 1",1,0,2.788098281,3.568765799,2141.3,3658,2812.5,2812.5,1516.729,1218.75,0.7807,0.592,-439,439,439
"IPTO04U_20200319_172000_170-180","Passive","BCFU","bout 1",1,0,5.56380501,6.45599646,1918.2,3702.6,2718.75,2718.75,1784.387,1218.75,0.8922,0.72,-398,361,398
"PANMP1B_20201213_175000_30-40","Benchmark","BCFU","bout 1",1,0,7.94917799,9.39279332,1338.3,3791.8,2531.25,2531.25,2453.532,1500,1.4436,0.9707,-5155,7427,7427
"PANMP1B_20201213_175000_40-50","Benchmark","BCFU","bout 1",1,0,5.29738673,6.39403872,1784.4,3613.4,2812.5,2812.5,1828.996,1312.5,1.0967,0.8267,-715,744,744
"PANMP1B_20201213_175000_50-60","Benchmark","BCFU","bout 1",1,0,1.96406034,3.11027853,1784.4,3613.4,2625,2812.5,1828.996,1218.75,1.1462,0.752,-1401,1433,1433
"PANMP1B_20201213_175000_60-70","Benchmark","BCFU","bout 1",1,0,4.13258123,5.25401632,1577.2,3848.3,2531.25,2812.5,2271.153,1593.75,1.1214,0.9493,-7132,7908,7908
"PANMP1B_20201213_175000_70-80","Benchmark","BCFU","bout 1",1,0,7.45351607,8.59973425,1545.6,4195.3,2531.25,2718.75,2649.679,1406.25,1.1462,0.832,-670,722,722
"PANMP1B_20201213_175000_80-90","Benchmark","BCFU","bout 1",1,0,3.28995597,4.41139106,1608.7,4006.1,2906.25,2812.5,2397.329,1406.25,1.1214,0.752,-662,695,695
"PANMP1B_20201213_175000_90-100","Benchmark","BCFU","bout 1",1,0,0.40272531,1.66666319,1640.3,3879.9,2906.25,2718.75,2239.61,1406.25,1.2639,0.784,-560,701,701
"PANMP1B_20201213_175000_90-100","Benchmark","BCFU","bout 2",1,0,6.74100207,7.94917799,1451,4384.6,2531.25,2812.5,2933.573,1406.25,1.2082,0.7893,-6970,6650,6970
"PANMP1B_20201213_175000_100-110","Benchmark","BCFU","bout 1",1,0,7.0383992,8.3519033,1482.6,4290,2531.25,2718.75,2807.398,1500,1.3135,0.8053,-671,867,867
"PANMP1B_20201213_175000_110-120","Benchmark","BCFU","bout 1",1,0,5.3779318,6.5861077,1545.6,4195.3,2437.5,2812.5,2649.679,1500,1.2082,0.8587,-492,552,552
"PANMP1B_20201213_175000_120-130","Benchmark","BCFU","bout 2",1,0,2.9925588,4.6716136,1605.9,4371.7,2906.25,2812.5,2765.799,1500,1.6791,1.0613,-8736,8358,8736
"PANMP1B_20201213_175000_130-140","Benchmark","BCFU","bout 1",1,0,0,1.1338266,1427.5,4193.3,3375,2812.5,2765.799,1406.25,1.1338,0.7093,-9109,9152,9152
"PANMP1B_20201213_175000_130-140","Benchmark","BCFU","bout 2",1,0,6.0284881,7.2118809,1427.5,4483.3,2906.25,2812.5,3055.762,1406.25,1.1834,0.7573,-5608,5347,5608
"PANMP1B_20201213_175000_140-150","Benchmark","BCFU","bout 1",1,0,3.5315912,4.8141164,1427.5,3925.7,3468.75,2812.5,2498.141,1312.5,1.2825,0.752,-478,682,682
"PANMP2B_20201213_164000_70-80","Benchmark","BCFU","bout 1",0,1,2.96157995,3.97768688,1829,3613.4,2437.5,2531.25,1784.387,1125,1.0161,0.7467,-2200,1320,2200
"PANMP2B_20201213_164000_80-90","Benchmark","BCFU","bout 1",0,1,5.1982544,6.2143613,1918.2,3658,2906.25,2718.75,1739.777,1218.75,1.0161,0.7733,-600,603,603
"PANMP2B_20201213_164000_90-100","Benchmark","BCFU","bout 1",0,1,1.5117688,2.577442,1739.8,3613.4,2906.25,2625,1873.606,1406.25,1.0657,0.8373,-549,595,595
"PANMP2B_20201213_164000_90-100","Benchmark","BCFU","bout 2",0,1,8.6493004,9.6901905,1873.6,3613.4,2906.25,2625,1739.777,1218.75,1.0409,0.736,-900,1001,1001
"PANMP2B_20201213_164000_100-110","Benchmark","BCFU","bout 1",0,1,5.508043048,6.548933073,1829,3613.4,2906.25,2625,1784.387,1312.5,1.0409,0.7573,-548,567,567
"PANMP2B_20201213_164000_110-120","Benchmark","BCFU","bout 1",0,1,2.72614054,3.76703057,1873.6,3613.4,2906.25,2625,1739.777,1218.75,1.0409,0.8,-669,538,669
"PANMP2B_20201213_164000_110-120","Benchmark","BCFU","bout 2",0,1,9.07680885,9.99997917,2096.7,3658,2531.25,2718.75,1561.338,1218.75,0.9232,0.72,-743,757,757
"PANMP2B_20201213_164000_120-130","Benchmark","BCFU","bout 1",0,1,5.89837681,6.82154713,1829,3345.7,2906.25,2718.75,1516.729,937.5,0.9232,0.7893,-2449,2398,2449
"PANMP2B_20201213_164000_130-140","Benchmark","BCFU","bout 1",0,1,2.73853209,3.65550664,1829,3434.9,3000,2531.25,1605.948,937.5,0.917,0.7307,-515,501,515
"PANMP2B_20201213_164000_190-200","Benchmark","BCFU","bout 1",0,1,5.96653032,6.89589641,1829,3345.7,2437.5,2531.25,1516.729,1031.25,0.9294,0.8107,-569,619,619
"PANMP2B_20201213_164000_200-210","Benchmark","BCFU","bout 1",0,1,2.46591804,3.44485032,1873.6,3256.5,2437.5,2437.5,1382.9,937.5,0.9789,0.816,-2098,2295,2295
"PANMP2B_20201213_164000_200-210","Benchmark","BCFU","bout 2",0,1,8.47581877,9.43616374,1829,3345.7,2437.5,2531.25,1516.729,1031.25,0.9603,0.7947,-599,569,599
"PANMP2B_20201213_164000_210-220","Benchmark","BCFU","bout 1",0,1,5.89218103,6.84013445,1829,3345.7,2437.5,2531.25,1516.729,1031.25,0.948,0.8213,-1180,1149,1180
"PANMP2B_20201213_164000_230-240","Benchmark","BCFU","bout 1",0,1,1.617097,2.56505042,1829,3345.7,2906.25,2531.25,1516.729,1031.25,0.948,0.7893,-707,610,707
"PANMP2B_20201213_164000_230-240","Benchmark","BCFU","bout 2",0,1,8.77321592,9.73975666,1873.6,3345.7,2906.25,2531.25,1472.119,937.5,0.9665,0.816,-530,569,569
"PANMP2B_20201213_164500_01-10","Benchmark","BCFU","bout 1",0,1,3.3519137,4.3494333,1739.8,3301.1,2437.5,2531.25,1561.338,937.5,0.9975,0.784,-831,764,831
"PANMP3B_20201210_160000_10-20","Benchmark","BCFU","bout 1",0,1,1.858732187,3.197019362,1829,3925.7,3281.25,3000,2096.654,1218.75,1.3383,0.88,-869,809,869
"PANMP3B_20201210_160000_10-20","Benchmark","BCFU","bout 2",0,1,6.301102114,7.657976611,1650.6,4237.9,3281.25,3000,2587.361,1031.25,1.3569,0.784,-5252,5204,5252
"PANMP3B_20201210_160000_20-30","Benchmark","BCFU","bout 1",0,1,6.93307106,8.32092442,1695.2,4193.3,3375,2906.25,2498.141,1125,1.3879,0.8747,-3416,3458,3458
"PANMP3B_20201210_160000_40-50","Benchmark","BCFU","bout 1",0,1,1.27013366,2.73233632,1739.8,4148.7,3187.5,2812.5,2408.922,1125,1.4622,0.9173,-4238,3784,4238
"PANMP3B_20201210_160000_40-50","Benchmark","BCFU","bout 2",0,1,8.28994556,9.32463981,2275.1,4059.5,3281.25,3000,1784.387,1125,1.0347,0.656,-969,824,969
"PANMP3B_20201210_160000_50-60","Benchmark","BCFU","bout 1",0,1,4.20693052,5.71869936,1873.6,4104.1,3281.25,3000,2230.483,1125,1.5118,0.848,-3544,3475,3544
"PANMP3B_20201210_160000_90-100","Benchmark","BCFU","bout 1",0,1,0.17967745,1.30730831,2007.4,3881,2718.75,3000,1873.606,1218.75,1.1276,0.896,-700,665,700
"PANMP3B_20201210_160000_90-100","Benchmark","BCFU","bout 2",0,1,3.83518408,5.34695293,1829,4104.1,2625,2718.75,2275.093,1312.5,1.5118,0.9067,-2406,2337,2406
"PANMP3B_20201210_160000_90-100","Benchmark","BCFU","bout 3",0,1,8.92811027,9.99997917,2230.5,3925.7,3375,3093.75,1695.167,1218.75,1.0719,0.7733,-1108,838,1108
"PANMP3B_20201210_160000_220-230","Benchmark","BCFU","bout 1",1,0,4.86987833,6.29490634,1829,4282.5,3281.25,3093.75,2453.532,1031.25,1.425,0.864,-4304,4503,4503
"INOA03R_20200313_174500_200-210","Active","BCPW","bout 1",0,1,3.57496157,5.44608531,1472.119,6914.498,5906.25,4687.5,5442.379,3187.5,1.8711,1.6853,-2786,2076,2786
"INOA03R_20200313_174500_200-210","Active","BCPW","bout 2",0,1,8.15363853,8.99006801,1516.729,7672.862,4968.75,4875,6156.134,3750,0.8364,0.752,-1978,2269,2269
"STIN02R_20200506_062500_160-170","Active","BLEA","bout 1",0,1,0.3097887,0.63196894,1695.2,2498.1,2156.25,2156.25,802.974,281.25,0.3222,0.2347,-953,925,953
"STIN02R_20200506_062500_160-170","Active","BLEA","bout 2",0,1,0.81784216,1.07806467,1650.6,2587.4,2156.25,2250,936.803,375,0.2602,0.1813,-963,1064,1064
"STIN02R_20200506_062500_160-170","Active","BLEA","bout 3",0,1,1.37546182,1.64807587,1650.6,2498.1,2156.25,2250,847.584,281.25,0.2726,0.192,-681,643,681
"STIN02R_20200506_062500_160-170","Active","BLEA","bout 4",0,1,1.89590683,2.2118913,1784.4,2542.8,2156.25,2156.25,758.364,281.25,0.316,0.2293,-889,946,946
"STIN02R_20200506_062500_160-170","Active","BLEA","bout 5",0,1,2.41015607,2.78809828,1561.3,2498.1,2156.25,2250,936.803,468.75,0.3779,0.272,-814,1320,1320
"STIN02R_20200506_062500_160-170","Active","BLEA","bout 6",0,1,2.9987546,3.31473907,1605.9,2542.8,2156.25,2250,936.803,281.25,0.316,0.1973,-791,790,791
"STIN02R_20200506_062500_160-170","Active","BLEA","bout 7",0,1,3.57496157,3.81659676,1293.7,2319.7,2062.5,2062.5,1026.022,281.25,0.2416,0.1707,-864,976,976
"STIN02R_20200506_062500_160-170","Active","BLEA","bout 8",0,1,4.12018968,4.4485657,1605.9,2542.8,2156.25,2250,936.803,468.75,0.3284,0.224,-739,796,796
"STIN02R_20200506_062500_160-170","Active","BLEA","bout 9",0,1,4.7583544,5.06194732,1650.6,2453.5,2156.25,2250,802.974,281.25,0.3036,0.208,-920,1248,1248
"OLCAP2B_20200314_063500_130-140","Benchmark","BNMO","bout 1",1,0,1.25154634,2.49070113,2408.9,7271.4,7031.25,6937.5,4862.454,1406.25,1.2392,1.0453,-5515,5064,5515
"OLCAP2B_20200314_063500_130-140","Benchmark","BNMO","bout 2",1,0,7.75710899,8.86615253,2542.8,7762.1,7406.25,6375,5219.331,2812.5,1.109,0.9653,-2904,3315,3315
"OLCAP3B_20200510_062500_100-110","Benchmark","BNMO","bout 1",1,0,0.48327037,1.72862093,2185.9,5130.1,3843.75,3843.75,2944.238,1968.75,1.2454,0.9547,-2239,2288,2288
"OLCAP3B_20200510_062500_100-110","Benchmark","BNMO","bout 2",1,0,2.00123499,3.72366015,2141.3,6780.7,3937.5,4968.75,4639.405,3562.5,1.7224,1.5413,-2437,2376,2437
"OLCAP3B_20200510_062500_100-110","Benchmark","BNMO","bout 3",1,0,4.85748678,6.08425003,2185.9,5040.9,3937.5,3843.75,2855.019,1968.75,1.2268,0.912,-1715,2020,2020
"OLCAP3B_20200510_062500_100-110","Benchmark","BNMO","bout 4",1,0,6.9702457,8.27755401,2587.4,4951.7,3843.75,3937.5,2364.312,1875,1.3073,1.12,-4815,5081,5081
"OLCAP3B_20200510_062500_110-120","Benchmark","BNMO","bout 1",1,0,0,1.07806467,2230.5,4817.8,3375,3562.5,2587.361,2250,1.0781,0.9173,-2669,2726,2726
"OLCAP3B_20200510_062500_110-120","Benchmark","BNMO","bout 2",1,0,3.40767568,4.93803184,2319.7,4996.3,3750,3750,2676.58,1968.75,1.5304,1.1733,-3974,3943,3974
"OLCAP3B_20200510_062500_110-120","Benchmark","BNMO","bout 3",1,0,9.00245956,9.99997917,2185.9,5040.9,4125,3937.5,2855.019,2062.5,0.9975,0.6933,-5172,5375,5375
"OLCAP3B_20200510_062500_120-130","Benchmark","BNMO","bout 1",1,0,0.91697455,2.67037858,2185.9,6602.2,3000,4687.5,4416.357,3375,1.7534,1.568,-2391,2312,2391
"OLCAP3B_20200510_062500_120-130","Benchmark","BNMO","bout 2",1,0,3.55017848,5.29738673,2185.9,6736.1,3000,4875,4550.186,3468.75,1.7472,1.632,-2986,3124,3124
"OLCAP3B_20200510_062500_120-130","Benchmark","BNMO","bout 3",1,0,6.2329486,8.01113573,2185.9,6646.8,4031.25,4687.5,4460.967,3375,1.7782,1.6373,-3141,2838,3141
"OLCAP3B_20200510_062500_130-140","Benchmark","BNMO","bout 1",1,0,1.10904354,2.36058988,2096.7,5085.5,3093.75,3750,2988.848,2250,1.2515,1.008,-1848,1845,1848
"OLCAP3B_20200510_062500_130-140","Benchmark","BNMO","bout 2",1,0,3.53778693,4.57867695,2141.3,4996.3,4031.25,3750,2855.019,1968.75,1.0409,0.8213,-1638,1679,1679
"OLCAP3B_20200510_062500_140-150","Benchmark","BNMO","bout 1",1,0,5.117563596,6.150977284,2185.874,4773.234,3093.75,3468.75,2587.361,2156.25,1.0334,0.8693,-1720,1445,1720
"OLCAP3B_20200510_062500_140-150","Benchmark","BNMO","bout 2",1,0,7.277212562,8.323002462,2275.093,4817.844,2906.25,3750,2542.751,1968.75,1.0458,0.88,-1708,1944,1944
"OLCAP3B_20200510_062500_150-160","Benchmark","BNMO","bout 1",1,0,2.97029084,4.31929793,2185.874,4996.283,3093.75,3843.75,2810.409,1968.75,1.349,1.0187,-3682,3827,3827
