"filename","restoration_type","eBird_codes","bout","song","call","begin_time_in_s","end_time_in_s","low_freq_in_Hz","high_freq_in_Hz","peak_freq_in_Hz","center_freq_in_Hz","delta_freq_in_Hz","BW_90_in_Hz","delta_time_in_s","dur_90_in_s","min_amp","max_amp","peak_amp"
"PANMP2B_20200317_164000_150-160","Benchmark","MWTH","bout 1",0,1,0,0.60718585,5330.9,5741,5531.25,5531.25,410.069,187.5,0.6072,0.368,-2868,3084,3084
"PANMP2B_20200317_164000_150-160","Benchmark","MWTH","bout 2",0,1,5.81163597,6.58610772,5330.9,5804.1,5531.25,5531.25,473.157,187.5,0.7745,0.4107,-476,495,495
"PANMP2B_20200317_164000_150-160","Benchmark","MWTH","bout 3",0,1,9.26268207,9.99997917,5330.9,5741,5531.25,5531.25,410.069,187.5,0.7373,0.3147,-590,625,625
"PANMP2B_20200317_164000_160-170","Benchmark","MWTH","bout 1",0,1,3.43245877,4.27508403,5362.4,5804.1,5625,5625,441.613,187.5,0.8426,0.3093,-525,635,635
"PANMP2B_20200317_164000_160-170","Benchmark","MWTH","bout 2",0,1,7.86243715,8.6369089,5330.9,5835.6,5531.25,5625,504.701,93.75,0.7745,0.352,-535,577,577
"PANMP2B_20200317_164000_170-180","Benchmark","MWTH","bout 1",0,1,2.0755843,2.8934264,5394,5804.1,5625,5625,410.069,187.5,0.8178,0.384,-501,571,571
"PANMP2B_20200317_164000_170-180","Benchmark","MWTH","bout 2",0,1,6.8587218,7.6579766,5362.4,5804.1,5531.25,5625,441.613,187.5,0.7993,0.4267,-429,432,432
"PANMP2B_20200317_164000_180-190","Benchmark","MWTH","bout 1",0,1,0.8736041,1.6914463,5394,5804.1,5625,5625,410.069,93.75,0.8178,0.3147,-867,965,965
"PANMP2B_20200317_164000_180-190","Benchmark","MWTH","bout 2",0,1,5.0619473,5.9045726,5362.4,5772.5,5625,5625,410.069,93.75,0.8426,0.3787,-713,1023,1023
"PANMP2B_20200317_164000_180-190","Benchmark","MWTH","bout 3",0,1,9.5538834,9.9999792,5394,5804.1,5625,5625,410.069,187.5,0.4461,0.304,-503,539,539
"PANMP2B_20200317_164000_190-200","Benchmark","MWTH","bout 1",0,1,3.2094109,4.0892108,5330.9,5772.5,5531.25,5531.25,441.613,187.5,0.8798,0.3893,-542,587,587
"PANMP2B_20200317_164000_190-200","Benchmark","MWTH","bout 2",0,1,4.6034601,5.5018473,5204.7,5772.5,5531.25,5531.25,567.788,187.5,0.8984,0.3733,-1851,2041,2041
"PANMP2B_20200317_164000_190-200","Benchmark","MWTH","bout 3",0,1,7.949178,8.7422371,5330.9,5804.1,5625,5625,473.157,187.5,0.7931,0.4267,-859,943,943
"PANMP2B_20200317_164000_200-210","Benchmark","MWTH","bout 1",0,1,1.2639379,2.1561293,5362.4,5867.1,5531.25,5625,504.701,187.5,0.8922,0.432,-1083,954,1083
"PANMP2B_20200317_164000_200-210","Benchmark","MWTH","bout 2",0,1,5.3779318,6.2639275,5330.9,5835.6,5625,5625,504.701,187.5,0.886,0.384,-3583,3790,3790
"PANMP2B_20200317_164000_210-220","Benchmark","MWTH","bout 1",0,1,3.7918137,4.7211798,5394,6024.9,5625,5625,630.876,187.5,0.9294,0.3413,-1081,1041,1081
"PANMP2B_20200317_164000_210-220","Benchmark","MWTH","bout 2",0,1,7.6889555,8.5006019,5330.9,5835.6,5625,5625,504.701,187.5,0.8116,0.272,-1122,1186,1186
"PANMP2B_20200317_164000_220-230","Benchmark","MWTH","bout 1",0,1,0.9293661,1.6914463,5362.4,5804.1,5625,5625,441.613,187.5,0.7621,0.368,-610,662,662
"PANMP2B_20200317_164000_220-230","Benchmark","MWTH","bout 2",0,1,4.6034601,5.3345614,5362.4,5835.6,5625,5625,473.157,187.5,0.7311,0.4107,-743,755,755
"PANMP2B_20200317_164000_220-230","Benchmark","MWTH","bout 3",0,1,8.2279878,8.9714807,5330.9,5804.1,5625,5625,473.157,93.75,0.7435,0.3947,-1169,1330,1330
"PANMP2B_20200317_164000_230-240","Benchmark","MWTH","bout 1",0,1,2.4101561,3.2094109,5425.5,5835.6,5625,5625,410.069,187.5,0.7993,0.304,-914,1040,1040
"PANMP2B_20200317_164000_230-240","Benchmark","MWTH","bout 2",0,1,6.4002345,7.2676429,5299.4,5867.1,5531.25,5625,567.788,187.5,0.8674,0.3787,-921,1023,1023
"PANMP3B_20200317_184000_10-20","Benchmark","MWTH","bout 1",1,0,0,3.655506635,847.6,2319.7,1593.75,1687.5,1472.119,1125,3.6555,2.5973,-32108,30999,32108
"PANMP3B_20200317_184000_10-20","Benchmark","MWTH","bout 2",1,0,5.123905062,6.821547127,1026,1962.8,1781.25,1687.5,936.803,562.5,1.6976,1.3333,-29337,27892,29337
"PANMP3B_20200317_184000_10-20","Benchmark","MWTH","bout 3",1,0,8.500601869,9.999979167,1382.9,2275.1,1875,1781.25,892.193,562.5,1.4994,1.312,-30997,29822,30997
"PANMP3B_20200317_184000_20-30","Benchmark","MWTH","bout 1",1,0,4.82650791,5.98511764,1070.6,1784.4,1312.5,1312.5,713.755,468.75,1.1586,0.8533,-5541,5693,5693
"PANMP3B_20200317_184000_20-30","Benchmark","MWTH","bout 2",1,0,6.41262605,8.17842162,1695.2,2453.5,2062.5,2062.5,758.364,375,1.7658,1.12,-29497,29404,29497
"PANMP3B_20200317_184000_30-40","Benchmark","MWTH","bout 1",1,0,0.09913238,1.97025612,1338.3,2185.9,1781.25,1781.25,847.584,562.5,1.8711,1.232,-29551,29053,29551
"SEL107R_20200504_172500_140-150","Active","MWTH","bout 1",1,0,4.553893858,6.771980935,1153.4,2395.6,1968.75,1687.5,1242.144,656.25,2.2181,1.9413,-1209,1150,1209
"SEL207U_20200307_184500_20-30","Passive","MWTH","bout 1",0,1,4.48574035,5.53282614,5353.2,6022.3,5718.75,5718.75,669.145,187.5,1.0471,0.352,-3584,3968,3968
"SEL207U_20200307_184500_40-50","Passive","MWTH","bout 1",0,1,0,1.19578437,5219.3,5977.7,5625,5625,758.364,281.25,1.1958,0.3413,-4155,4440,4440
"SEL207U_20200307_184500_40-50","Passive","MWTH","bout 2",0,1,4.00246998,5.09292619,5308.6,5888.5,5625,5625,579.926,187.5,1.0905,0.4,-2453,2854,2854
"SEL207U_20200307_184500_60-70","Passive","MWTH","bout 1",0,1,8.0173315,9.20072433,5263.9,5843.9,5531.25,5531.25,579.926,187.5,1.1834,0.3413,-1560,1633,1633
"SEL207U_20200307_184500_80-90","Passive","MWTH","bout 1",0,1,2.6641828,3.6864855,5263.9,5799.3,5531.25,5531.25,535.316,187.5,1.0223,0.432,-1247,1118,1247
"SEL207U_20200307_184500_80-90","Passive","MWTH","bout 2",0,1,9.4423595,9.9999792,5308.6,5888.5,5625,5625,579.926,281.25,0.5576,0.4,-1884,1845,1884
"SEL207U_20200307_184500_90-100","Passive","MWTH","bout 1",0,1,2.6641828,3.4572419,5263.9,5977.7,5531.25,5625,713.755,375,0.7931,0.4587,-815,884,884
"SEL207U_20200307_184500_100-110","Passive","MWTH","bout 1",0,1,7.701347029,8.457231451,5308.6,5843.9,5718.75,5625,535.316,187.5,0.7559,0.448,-934,825,934
"SEL207U_20200307_184500_110-120","Passive","MWTH","bout 1",0,1,3.74844324,4.6158516,5353.2,5754.6,5531.25,5531.25,401.487,187.5,0.8674,0.48,-1089,842,1089
"SEL207U_20200307_184500_120-130","Passive","MWTH","bout 1",0,1,1.84014487,2.69516167,5353.2,5799.3,5531.25,5531.25,446.097,187.5,0.855,0.5067,-596,552,596
"SEL207U_20200307_184500_120-130","Passive","MWTH","bout 2",0,1,7.92439489,8.87234831,5353.2,5799.3,5531.25,5625,446.097,187.5,0.948,0.5013,-818,786,818
"SEL207U_20200307_184500_130-140","Passive","MWTH","bout 1",0,1,3.58115735,4.23790939,5353.2,5710,5531.25,5531.25,356.877,187.5,0.6568,0.4587,-421,424,424
"SEL207U_20200307_184500_140-150","Passive","MWTH","bout 1",0,1,0.30359292,1.14621818,5308.6,5710,5531.25,5531.25,401.487,187.5,0.8426,0.64,-492,500,500
"SEL207U_20200307_184500_140-150","Passive","MWTH","bout 2",0,1,8.85376099,9.72116934,5353.2,5843.9,5625,5625,490.706,281.25,0.8674,0.5547,-657,492,657
"SEL207U_20200307_184500_160-170","Passive","MWTH","bout 1",0,1,3.35810949,4.25030094,5308.6,5799.3,5531.25,5531.25,490.706,187.5,0.8922,0.5387,-856,842,856
"SEL207U_20200307_184500_160-170","Passive","MWTH","bout 2",0,1,8.56255961,9.39898909,5353.2,5754.6,5531.25,5531.25,401.487,187.5,0.8364,0.5547,-514,422,514
"SEL207U_20200307_185000_01-10","Passive","MWTH","bout 1",0,1,6.9144837,7.9987442,5308.6,5799.3,5531.25,5531.25,490.706,187.5,1.0843,0.272,-4581,3826,4581
"SEL207U_20200307_185000_10-20","Passive","MWTH","bout 1",0,1,2.4783096,3.3890884,5308.6,5754.6,5625,5531.25,446.097,187.5,0.9108,0.336,-1500,1618,1618
"SEL207U_20200307_185000_20-30","Passive","MWTH","bout 1",0,1,2.8810349,3.7794221,5263.9,5799.3,5531.25,5531.25,535.316,187.5,0.8984,0.4267,-3299,3837,3837
"SEL207U_20200307_185000_30-40","Passive","MWTH","bout 1",0,1,0.9851281,1.864928,5263.9,5799.3,5531.25,5531.25,535.316,187.5,0.8798,0.4587,-2512,2154,2512
"SEL207U_20200307_185000_30-40","Passive","MWTH","bout 2",0,1,3.1040828,4.0644277,5263.9,5933.1,5531.25,5531.25,669.145,375,0.9603,0.3733,-2020,1864,2020
"SEL207U_20200307_185000_50-60","Passive","MWTH","bout 1",0,1,7.2118809,7.9801569,5353.2,5754.6,5531.25,5531.25,401.487,187.5,0.7683,0.5067,-451,426,451
"SEL207U_20200307_185000_60-70","Passive","MWTH","bout 1",0,1,1.1895886,1.9330815,5353.2,5710,5531.25,5531.25,356.877,93.75,0.7435,0.4373,-482,419,482
"SEL207U_20200312_160000_190-200","Passive","MWTH","bout 1",0,1,7.391558331,8.333315972,5263.9,5799.3,5531.25,5531.25,535.316,187.5,0.9418,0.368,-1467,1283,1467
"SEL207U_20200312_160000_200-210","Passive","MWTH","bout 1",0,1,6.41262605,7.22427243,5308.6,5754.6,5531.25,5531.25,446.097,187.5,0.8116,0.4533,-851,918,918
"SEL207U_20200312_160000_210-220","Passive","MWTH","bout 1",0,1,5.75587401,6.69763165,5397.8,5754.6,5625,5625,356.877,187.5,0.9418,0.416,-667,766,766
"SEL207U_20200312_160000_220-230","Passive","MWTH","bout 1",0,1,8.82278212,9.86367214,5308.6,5799.3,5531.25,5531.25,490.706,187.5,1.0409,0.4587,-1192,1066,1192
"SEL207U_20200312_160000_230-240","Passive","MWTH","bout 1",0,1,5.54521769,6.54893307,5397.8,5799.3,5625,5625,401.487,187.5,1.0037,0.464,-1267,1125,1267
"SEL207U_20200312_160500_01-10","Passive","MWTH","bout 1",0,1,2.31102369,3.17223627,5308.6,5799.3,5625,5625,490.706,187.5,0.8612,0.3413,-2191,2100,2191
"SEL207U_20200312_160500_10-20","Passive","MWTH","bout 1",0,1,9.50431725,9.99997917,5308.6,5843.9,5625,5625,535.316,187.5,0.4957,0.3467,-1613,1490,1613
"SEL207U_20200312_160500_70-80","Passive","MWTH","bout 1",0,1,4.96901071,5.74348246,5353.2,5799.3,5531.25,5531.25,446.097,187.5,0.7745,0.4107,-1250,1484,1484
"SEL207U_20200312_161000_160-170","Passive","MWTH","bout 1",0,1,2.00743076,2.8066856,5397.8,5933.1,5625,5625,535.316,281.25,0.7993,0.432,-830,856,856
"SEL207U_20200502_180000_40-50","Passive","MWTH","bout 1",1,0,1.98884344,6.548933073,401.5,2007.4,1500,1500,1605.948,656.25,4.5601,3.5733,-2383,3175,3175
"SEL207U_20200502_180000_50-60","Passive","MWTH","bout 1",1,0,5.16107971,6.79056826,1070.6,1784.4,1500,1500,713.755,187.5,1.6295,1.248,-1179,1214,1214
"SEL207U_20200502_180000_50-60","Passive","MWTH","bout 2",1,0,8.87854408,9.99997917,847.6,1695.2,1312.5,1312.5,847.584,281.25,1.1214,0.7413,-761,824,824
"SEL207U_20200502_180000_60-70","Passive","MWTH","bout 1",1,0,0,0.61338162,981.4,1516.7,1312.5,1218.75,535.316,281.25,0.6134,0.528,-967,956,967
"SEL207U_20200502_180000_60-70","Passive","MWTH","bout 2",1,0,2.94299263,5.25401632,981.4,1784.4,1500,1500,802.974,375,2.311,1.4347,-1207,1263,1263
"SEL207U_20200502_180000_60-70","Passive","MWTH","bout 3",1,0,7.01361612,9.52910035,803,1873.6,1406.25,1500,1070.632,375,2.5155,1.808,-1544,1466,1544
"SEL207U_20200502_180000_70-80","Passive","MWTH","bout 1",1,0,0,2.86244757,892.2,2052,1781.25,1781.25,1159.851,656.25,2.8624,2.0587,-2553,2618,2618
"SEL207U_20200502_180000_70-80","Passive","MWTH","bout 2",1,0,3.48202496,5.69391627,758.4,1962.8,1406.25,1312.5,1204.461,375,2.2119,1.7867,-2145,1883,2145
"SEL207U_20200502_180000_70-80","Passive","MWTH","bout 3",1,0,7.13133583,9.99997917,758.4,2185.9,1500,1593.75,1427.509,562.5,2.8686,1.408,-3368,2862,3368
"SEL207U_20200502_180000_80-90","Passive","MWTH","bout 1",1,0,0,2.0941716,713.8,1739.8,1312.5,1312.5,1026.022,281.25,2.0942,0.848,-2768,2739,2768
"SEL207U_20200502_180000_80-90","Passive","MWTH","bout 2",1,0,3.50061229,5.64435008,936.8,2141.3,1968.75,1593.75,1204.461,562.5,2.1437,1.0187,-4204,4092,4204
"SEL207U_20200502_180000_80-90","Passive","MWTH","bout 3",1,0,5.99750919,7.98635263,1026,1784.4,1500,1406.25,758.364,375,1.9888,0.9013,-2502,2592,2592
"STIN02R_20200310_172000_120-130","Active","MWTH","bout 1",1,0,2.162325111,4.064427716,1159.9,1784.4,1500,1406.25,624.535,375,1.9021,1.2373,-458,487,487
"STIN02R_20200310_172000_120-130","Active","MWTH","bout 2",1,0,4.442369927,5.46467263,1115.2,2230.5,1781.25,1781.25,1115.242,562.5,1.0223,0.7893,-626,724,724
"STIN02R_20200310_172000_120-130","Active","MWTH","bout 3",1,0,7.137531599,8.698866636,1249.1,2096.7,1687.5,1593.75,847.584,281.25,1.5613,0.8907,-3427,4214,4214
"STIN02R_20200310_172000_120-130","Active","MWTH","bout 4",1,0,9.547687668,9.999979167,1338.3,2141.3,1687.5,1687.5,802.974,375,0.4523,0.2827,-734,829,829
"STIN02R_20200310_172000_130-140","Active","MWTH","bout 1",1,0,0,3.45104609,758.4,2185.9,1687.5,1687.5,1427.509,750,3.451,2.896,-1586,1740,1740
"STIN02R_20200310_172000_130-140","Active","MWTH","bout 2",1,0,5.50184727,6.20816551,1293.7,2007.4,1781.25,1687.5,713.755,375,0.7063,0.4213,-1401,1064,1401
"STIN02R_20200310_172000_130-140","Active","MWTH","bout 3",1,0,8.0421146,9.99997917,981.4,2007.4,1406.25,1406.25,1026.022,375,1.9579,1.1253,-920,1386,1386
"STIN02R_20200310_173000_10-20","Active","MWTH","bout 1",0,1,4.90705297,5.70011204,5219.3,5888.5,5625,5625,669.145,281.25,0.7931,0.3573,-1964,1947,1964
"STIN02R_20200310_173000_30-40","Active","MWTH","bout 1",0,1,1.8835153,2.7323363,5263.9,5888.5,5718.75,5625,624.535,187.5,0.8488,0.336,-2725,2690,2725
"STIN02R_20200310_173000_70-80","Active","MWTH","bout 1",0,1,8.990068,9.7831271,5219.3,5933.1,5625,5625,713.755,281.25,0.7931,0.3733,-2198,2028,2198
"STIN02R_20200310_173000_90-100","Active","MWTH","bout 1",0,1,3.1040828,3.9590996,5130.1,5710,5531.25,5531.25,579.926,281.25,0.855,0.4,-1437,1516,1516
"STIN02R_20200310_173000_120-130","Active","MWTH","bout 1",0,1,0.65055627,1.59850968,5263.9,5799.3,5531.25,5531.25,535.316,187.5,0.948,0.3413,-1545,1717,1717
"STIN02R_20200310_173000_130-140","Active","MWTH","bout 1",0,1,0.19826477,1.05328157,5308.6,5710,5531.25,5531.25,401.487,187.5,0.855,0.3893,-1406,1494,1494
"STIN02R_20200310_173000_140-150","Active","MWTH","bout 1",0,1,0.11771971,0.97273651,5263.9,5710,5531.25,5531.25,446.097,187.5,0.855,0.3893,-1466,1578,1578
"STIN02R_20200310_173000_140-150","Active","MWTH","bout 2",0,1,7.37916678,8.26516246,5263.9,5710,5531.25,5531.25,446.097,187.5,0.886,0.3467,-1490,1664,1664
"STIN02R_20200310_173000_160-170","Active","MWTH","bout 1",0,1,6.49936688,7.35438369,5263.9,5799.3,5531.25,5531.25,535.316,187.5,0.855,0.4053,-2049,1931,2049
"STIN02R_20200310_173000_200-210","Active","MWTH","bout 1",0,1,4.21932207,4.98759804,5219.3,5620.8,5437.5,5437.5,401.487,187.5,0.7683,0.416,-740,886,886
"STIN02R_20200310_173000_210-220","Active","MWTH","bout 1",0,1,2.72614054,3.37669681,5397.8,5843.9,5625,5625,446.097,187.5,0.6506,0.4213,-1132,1448,1448
"STIN02R_20200310_173000_210-220","Active","MWTH","bout 2",0,1,8.56255961,9.67160315,5308.6,5799.3,5531.25,5531.25,490.706,187.5,1.109,0.5973,-1402,1512,1512
"STIN02R_20200310_173000_230-240","Active","MWTH","bout 1",0,1,3.0545166,3.8847503,5219.3,5754.6,5531.25,5531.25,535.316,187.5,0.8302,0.4,-1663,1867,1867
"STIN02R_20200310_173500_01-10","Active","MWTH","bout 1",1,0,0.0743493,3.1040828,1070.6,2185.9,1875,1781.25,1115.242,750,3.0297,2.4373,-686,795,795
"STIN02R_20200310_173500_01-10","Active","MWTH","bout 2",1,0,5.6319585,7.7633048,713.8,2007.4,1406.25,1406.25,1293.68,375,2.1313,1.2053,-899,935,935
"STIN02R_20200310_173500_10-20","Active","MWTH","bout 1",0,1,8.5006019,9.1077877,5442.4,6066.9,5812.5,5812.5,624.535,281.25,0.6072,0.4,-618,797,797
"STIN02R_20200310_173500_20-30","Active","MWTH","bout 1",0,1,6.412626,7.1747062,5308.6,5710,5531.25,5531.25,401.487,187.5,0.7621,0.4427,-526,735,735
"STIN02R_20200310_173500_30-40","Active","MWTH","bout 1",0,1,4.3742164,5.2787994,5353.2,5710,5531.25,5531.25,356.877,187.5,0.9046,0.496,-785,965,965
"STIN02R_20200310_173500_40-50","Active","MWTH","bout 1",0,1,1.5489435,2.329611,5353.2,5665.4,5531.25,5531.25,312.268,187.5,0.7807,0.3573,-547,757,757
"STIN02R_20200310_173500_50-60","Active","MWTH","bout 1",0,1,4.5600896,5.3965191,5531.6,5804.1,5718.75,5718.75,272.46,93.75,0.8364,0.432,-823,750,823
"STIN02R_20200310_173500_60-70","Active","MWTH","bout 1",0,1,0.5700112,1.1957844,5353.2,5665.4,5531.25,5531.25,312.268,187.5,0.6258,0.4693,-585,560,585
"STIN02R_20200310_173500_60-70","Active","MWTH","bout 2",0,1,7.6022146,8.4634272,5353.2,5710,5531.25,5531.25,356.877,93.75,0.8612,0.416,-704,859,859
"STIN02R_20200310_173500_60-70","Active","MWTH","bout 3",1,0,5.9975092,8.8165863,892.2,2096.7,1406.25,1500,1204.461,468.75,2.8191,2.128,-704,859,859
"STIN02R_20200310_173500_70-80","Active","MWTH","bout 1",0,1,5.6691332,6.3258852,5487,6066.9,5718.75,5718.75,579.926,281.25,0.6568,0.4107,-618,660,660
"STIN02R_20200310_173500_80-90","Active","MWTH","bout 1",0,1,6.660457,7.372971,5397.8,5754.6,5625,5625,356.877,187.5,0.7125,0.4747,-527,563,563
"STIN02R_20200310_173500_90-100","Active","MWTH","bout 1",0,1,2.3110237,3.0173419,5442.4,5754.6,5531.25,5625,312.268,187.5,0.7063,0.5547,-826,880,880
"STIN02R_20200310_173500_100-110","Active","MWTH","bout 1",0,1,4.0954066,4.7397671,5397.8,5843.9,5625,5625,446.097,281.25,0.6444,0.4427,-1031,1423,1423
"STIN02R_20200310_173500_120-130","Active","MWTH","bout 1",0,1,3.7484432,4.3804122,5487,5843.9,5718.75,5718.75,356.877,187.5,0.632,0.3893,-1444,1670,1670
"STIN02R_20200310_173500_170-180","Active","MWTH","bout 1",0,1,8.60593,9.3680102,5219.3,5754.6,5531.25,5531.25,535.316,281.25,0.7621,0.3893,-1376,1483,1483
"STIN02R_20200316_180000_140-150","Active","MWTH","bout 1",0,1,3.513003834,4.3060629,5174.7,5888.5,5531.25,5531.25,713.755,375,0.7931,0.448,-1052,1384,1384
"STIN02R_20200316_180500_40-50","Active","MWTH","bout 1",0,1,5.79924442,6.44360492,5442.4,5977.7,5718.75,5718.75,535.316,281.25,0.6444,0.384,-759,795,795
"STIN02R_20200316_180500_50-60","Active","MWTH","bout 1",0,1,6.0904458,6.93307106,5308.6,5799.3,5531.25,5531.25,490.706,187.5,0.8426,0.448,-658,653,658
"STIN02R_20200316_180500_100-110","Active","MWTH","bout 1",0,1,1.809166,2.45352649,5308.6,5843.9,5531.25,5531.25,535.316,281.25,0.6444,0.432,-812,800,812
"STIN02R_20200316_180500_100-110","Active","MWTH","bout 2",0,1,6.46838801,7.21807666,5263.9,5754.6,5437.5,5531.25,490.706,187.5,0.7497,0.48,-661,585,661
"STIN02R_20200316_180500_110-120","Active","MWTH","bout 1",0,1,5.91696413,6.64806546,5263.9,5754.6,5531.25,5531.25,490.706,187.5,0.7311,0.3627,-995,842,995
"STIN02R_20200316_180500_120-130","Active","MWTH","bout 1",0,1,4.330846,5.17966703,5263.9,5799.3,5531.25,5531.25,535.316,187.5,0.8488,0.5547,-767,854,854
"STIN02R_20200316_180500_120-130","Active","MWTH","bout 2",0,1,8.90952295,9.62203696,5353.2,5888.5,5718.75,5625,535.316,187.5,0.7125,0.3893,-1041,1188,1188
"STIN02R_20200316_181000_01-10","Active","MWTH","bout 1",0,1,1.10284776,1.83394909,5219.3,5933.1,5625,5625,713.755,281.25,0.7311,0.3787,-1803,2064,2064
"STIN02R_20200316_181000_60-70","Active","MWTH","bout 1",0,1,8.46342723,9.13257081,5442.4,6066.9,5718.75,5718.75,624.535,187.5,0.6691,0.288,-1177,1335,1335
"STIN02R_20200501_175500_40-50","Active","MWTH","bout 1",1,0,0.638164718,2.31721946,1159.9,1962.8,1687.5,1687.5,802.974,562.5,1.6791,1.0773,-635,660,660
"STIN02R_20200501_175500_40-50","Active","MWTH","bout 2",1,0,4.132581229,7.094161181,1159.9,2319.7,1781.25,1687.5,1159.851,750,2.9616,2.2507,-936,989,989
"STIN02R_20200501_180000_140-150","Active","MWTH","bout 1",0,1,4.49193612,5.23542899,5174.7,5888.5,5531.25,5531.25,713.755,281.25,0.7435,0.3467,-2382,2821,2821
"STIN02R_20200501_180000_160-170","Active","MWTH","bout 1",0,1,6.53654153,7.31101327,5130.1,5843.9,5531.25,5531.25,713.755,281.25,0.7745,0.3573,-2937,3240,3240
"STIN02R_20200501_180000_170-180","Active","MWTH","bout 1",0,1,1.05328157,1.80297022,5130.1,5843.9,5531.25,5531.25,713.755,187.5,0.7497,0.3147,-6622,7108,7108
"STIN02R_20200501_180000_170-180","Active","MWTH","bout 2",0,1,4.93803184,5.74348246,5219.3,5888.5,5531.25,5531.25,669.145,187.5,0.8055,0.3307,-6354,6361,6361
"STIN02R_20200501_180000_180-190","Active","MWTH","bout 1",0,1,9.182137,9.90704256,5263.9,5843.9,5531.25,5531.25,579.926,187.5,0.7249,0.3253,-3174,2927,3174
"STIN02R_20200501_180000_220-230","Active","MWTH","bout 1",0,1,8.76702015,9.61584118,5130.1,5799.3,5531.25,5531.25,669.145,187.5,0.8488,0.3947,-6322,7292,7292
"STIN02U_20200310_182500_120-130","Passive","MWTH","bout 1",0,1,0.997519607,1.610901229,5487,5933.1,5718.75,5718.75,446.097,187.5,0.6134,0.3947,-1201,924,1201
"STIN02U_20200310_182500_120-130","Passive","MWTH","bout 2",0,1,1.883515283,2.496896905,5442.4,5888.5,5718.75,5718.75,446.097,281.25,0.6134,0.3947,-547,502,547
"STIN02U_20200310_182500_120-130","Passive","MWTH","bout 3",0,1,2.986363047,3.605940443,5308.6,5843.9,5718.75,5625,535.316,281.25,0.6196,0.3467,-809,864,864
"STIN02U_20200310_182500_130-140","Passive","MWTH","bout 1",0,1,7.96776531,8.77321592,5308.6,5843.9,5625,5625,535.316,187.5,0.8055,0.3733,-1667,2028,2028
"STIN02U_20200310_182500_140-150","Passive","MWTH","bout 1",0,1,4.20693052,4.9256403,5397.8,5799.3,5531.25,5531.25,401.487,281.25,0.7187,0.4693,-2225,2747,2747
"STIN02U_20200310_182500_140-150","Passive","MWTH","bout 2",0,1,7.32960059,8.11026811,5397.8,5799.3,5625,5625,401.487,187.5,0.7807,0.4053,-2693,2623,2693
"STIN02U_20200310_182500_160-170","Passive","MWTH","bout 1",0,1,7.72613012,8.40146949,5353.2,5754.6,5531.25,5625,401.487,187.5,0.6753,0.336,-3039,3011,3039
"STIN02U_20200310_182500_170-180","Passive","MWTH","bout 1",0,1,3.07310388,3.89094605,5263.9,5754.6,5531.25,5531.25,490.706,187.5,0.8178,0.3733,-3259,3366,3366
"STIN02U_20200310_182500_180-190","Passive","MWTH","bout 1",0,1,5.53902192,6.30729789,5308.6,5799.3,5531.25,5531.25,490.706,187.5,0.7683,0.3573,-7172,7638,7638
"STIN02U_20200310_182500_200-210","Passive","MWTH","bout 1",0,1,3.4014799,4.07681926,5308.6,5843.9,5625,5531.25,535.316,281.25,0.6753,0.3787,-12211,14428,14428
"STIN02U_20200310_183000_130-140","Passive","MWTH","bout 1",0,1,2.13134624,2.99255882,5263.9,5933.1,5531.25,5625,669.145,281.25,0.8612,0.432,-1529,1455,1529
"STIN02U_20200310_183000_170-180","Passive","MWTH","bout 1",0,1,1.34448295,2.16852089,5219.3,5933.1,5531.25,5531.25,713.755,281.25,0.824,0.4213,-15110,15466,15466
"STIN02U_20200316_180000_40-50","Passive","MWTH","bout 1",0,1,7.193293564,7.881024473,5101.7,5722.7,5437.5,5437.5,621.072,187.5,0.6877,0.3467,-3655,3780,3780
"UPMAP3B_20200324_173000_100-110","Benchmark","MWTH","bout 1",0,1,0.768275971,1.685250516,5174.7,5754.6,5531.25,5437.5,579.926,281.25,0.917,0.416,-752,787,787
"UPMAP3B_20200324_173000_130-140","Benchmark","MWTH","bout 1",0,1,2.76951096,3.76083479,5174.7,6022.3,5718.75,5625,847.584,375,0.9913,0.3733,-4499,4559,4559
"UPMAP3B_20200324_173000_130-140","Benchmark","MWTH","bout 2",0,1,8.35809907,9.30605248,5219.3,5977.7,5625,5625,758.364,375,0.948,0.416,-3120,2524,3120
"UPMAP3B_20200324_173000_140-150","Benchmark","MWTH","bout 1",0,1,0.29739715,1.27632944,5219.3,6022.3,5625,5625,802.974,375,0.9789,0.4053,-1321,1442,1442
"UPMAP3B_20200324_173000_140-150","Benchmark","MWTH","bout 2",0,1,7.3048175,8.33331597,5219.3,5977.7,5531.25,5625,758.364,375,1.0285,0.416,-2199,1913,2199
"UPMAP3B_20200324_173000_150-160","Benchmark","MWTH","bout 1",0,1,2.07558428,3.15984472,5263.9,6022.3,5625,5625,758.364,281.25,1.0843,0.3947,-5788,5654,5788
"UPMAP3B_20200324_173000_150-160","Benchmark","MWTH","bout 2",0,1,7.76330477,8.79799902,5219.3,5933.1,5531.25,5531.25,713.755,281.25,1.0347,0.448,-1566,1577,1577
"UPMAP3B_20200324_173000_160-170","Benchmark","MWTH","bout 1",0,1,3.7360517,4.72737553,5263.9,5888.5,5531.25,5531.25,624.535,187.5,0.9913,0.368,-1396,1494,1494
