site_id,common_name,density
VAR210R,Purple Sunbird,0.041941988
VAR310R,Purple Sunbird,0
VAR310U,Purple Sunbird,0.041941988
VAR410R,Purple Sunbird,0.083883977
VAR410U,Purple Sunbird,0.041941988
HP36P1B,Plum-headed Parakeet,0
HP36P3B,Plum-headed Parakeet,0
HP36P4B,Plum-headed Parakeet,0
HP37P1B,Plum-headed Parakeet,0
HP37P2B,Plum-headed Parakeet,0
HP37P4B,Plum-headed Parakeet,0
HP4008R,Plum-headed Parakeet,0
HP4008U,Plum-headed Parakeet,0
INBS04R,Plum-headed Parakeet,0.024236056
INBS04U,Plum-headed Parakeet,0.096944223
INME03R,Plum-headed Parakeet,0.024236056
INME03U,Plum-headed Parakeet,0
INOA03R,Plum-headed Parakeet,0.096944223
IPTO04R,Plum-headed Parakeet,0
IPTO04U,Plum-headed Parakeet,0
IPTO06R,Plum-headed Parakeet,0
IPTO06U,Plum-headed Parakeet,0
OLCAP2B,Plum-headed Parakeet,0
OLCAP3B,Plum-headed Parakeet,0
OLV110R,Plum-headed Parakeet,0
OLV110U,Plum-headed Parakeet,0
OLV208R,Plum-headed Parakeet,0.024236056
OLV208U,Plum-headed Parakeet,0
PANMP1B,Plum-headed Parakeet,0
PANMP2B,Plum-headed Parakeet,0
PANMP3B,Plum-headed Parakeet,0
SEL107R,Plum-headed Parakeet,0.096944223
SEL107U,Plum-headed Parakeet,0.048472111
SEL207R,Plum-headed Parakeet,0.048472111
SEL207U,Plum-headed Parakeet,0.072708167
STIN02R,Plum-headed Parakeet,0.024236056
STIN02U,Plum-headed Parakeet,0
THEN10U,Plum-headed Parakeet,0.048472111
UPMAP1B,Plum-headed Parakeet,0
UPMAP3B,Plum-headed Parakeet,0
UPMAP4B,Plum-headed Parakeet,0
UPMAP5B,Plum-headed Parakeet,0.024236056
UPMAP6B,Plum-headed Parakeet,0
VAR210R,Plum-headed Parakeet,0.024236056
VAR310R,Plum-headed Parakeet,0
VAR310U,Plum-headed Parakeet,0
VAR410R,Plum-headed Parakeet,0
VAR410U,Plum-headed Parakeet,0.024236056
HP36P1B,Common Tailorbird,0
HP36P3B,Common Tailorbird,0
HP36P4B,Common Tailorbird,0
HP37P1B,Common Tailorbird,0
HP37P2B,Common Tailorbird,0
HP37P4B,Common Tailorbird,0
HP4008R,Common Tailorbird,0
HP4008U,Common Tailorbird,0
INBS04R,Common Tailorbird,0
INBS04U,Common Tailorbird,0
INME03R,Common Tailorbird,0
INME03U,Common Tailorbird,0.014019991
INOA03R,Common Tailorbird,0
IPTO04R,Common Tailorbird,0
IPTO04U,Common Tailorbird,0
IPTO06R,Common Tailorbird,0
IPTO06U,Common Tailorbird,0
OLCAP2B,Common Tailorbird,0
OLCAP3B,Common Tailorbird,0
OLV110R,Common Tailorbird,0
OLV110U,Common Tailorbird,0.014019991
OLV208R,Common Tailorbird,0
OLV208U,Common Tailorbird,0
PANMP1B,Common Tailorbird,0
PANMP2B,Common Tailorbird,0
PANMP3B,Common Tailorbird,0
SEL107R,Common Tailorbird,0.014019991
SEL107U,Common Tailorbird,0.028039982
SEL207R,Common Tailorbird,0.042059973
SEL207U,Common Tailorbird,0.014019991
STIN02R,Common Tailorbird,0.070099955
STIN02U,Common Tailorbird,0.056079964
THEN10U,Common Tailorbird,0
UPMAP1B,Common Tailorbird,0
UPMAP3B,Common Tailorbird,0
UPMAP4B,Common Tailorbird,0
UPMAP5B,Common Tailorbird,0
UPMAP6B,Common Tailorbird,0
VAR210R,Common Tailorbird,0
VAR310R,Common Tailorbird,0
VAR310U,Common Tailorbird,0.042059973
VAR410R,Common Tailorbird,0.014019991
VAR410U,Common Tailorbird,0.042059973
